gene	angle_pred
416	0.088640428881389
417	0.0898339870416123
418	0.0942960583175575
419	0.0981521692968158
420	0.104052631176274
421	0.107376231591824
422	0.110699832007407
423	0.115737259525014
424	0.138476072682669
425	0.161325060441539
426	0.163479585941535
427	0.16627067579383
428	0.170047216229987
429	0.184112840091557
430	0.200277902154515
431	0.201324560849276
432	0.210218099349398
433	0.216571501251278
434	0.227901122562303
435	0.235858176968021
436	0.243974372462158
437	0.25291687745267
438	0.256650572212685
439	0.257060666555182
440	0.260837206992849
441	0.26628472885606
442	0.272387177505251
443	0.292034981081198
444	0.319817342589836
445	0.34174820870564
446	0.360637031714765
447	0.367737172574246
448	0.371887082490539
449	0.374188507458915
450	0.375877851318701
451	0.380988728575778
452	0.384869322804618
453	0.388915178932899
454	0.395947990871729
455	0.407846847625392
456	0.416281325304246
457	0.42309990885631
458	0.425352367336776
459	0.437434848425549
460	0.438561077665894
461	0.44258245055133
462	0.445722426640041
463	0.44871550326268
464	0.461434548706871
465	0.466190418923804
466	0.474153594152285
467	0.475181890415491
468	0.481235372584174
469	0.489945286766716
470	0.495607037026244
471	0.501703364873548
472	0.509372741171839
473	0.519869932195418
474	0.522483518532043
475	0.526309025465145
476	0.534957731539955
477	0.539560581482363
478	0.544022652769791
479	0.548258254046905
480	0.552457130457607
481	0.553307923199737
482	0.557904652331781
483	0.568738487969959
484	0.573347458724823
485	0.577497368647691
486	0.581175976116324
487	0.582822474301159
488	0.588306721043391
489	0.595339532993377
490	0.599654704816702
491	0.602813043342821
492	0.610910876424749
493	0.617154103744574
494	0.625019346005863
495	0.627547240989578
496	0.6400887829315
497	0.646295285386492
498	0.652630324874969
499	0.658781740030831
500	0.66308467023461
501	0.668813749425141
502	0.67290245124081
503	0.678319369065725
504	0.686968075152914
505	0.69845683759266
506	0.726135145404792
507	0.74468120305448
508	0.76996627373754
509	0.775064909390564
510	0.779575947177463
511	0.780322686132712
512	0.789357003329518
513	0.790801514751319
514	0.800711107937976
515	0.802835029393205
516	0.808411088314826
517	0.815143980536819
518	0.822023772226039
519	0.833102440338894
520	0.835679301817293
521	0.848447313799363
522	0.859183216493438
523	0.866007920886379
524	0.871106556545347
525	0.877233488472111
526	0.884884502367351
527	0.891066521595258
528	0.894598229609841
529	0.897523977323951
530	0.903357110319155
531	0.910812258261214
532	0.919210011116372
533	0.926206098226019
534	0.926897749882564
535	0.93264519152437
536	0.936727772541771
537	0.943974812909053
538	0.948571542061309
539	0.964571342335218
540	0.968445815776223
541	0.983086795984896
542	0.985296408800935
543	1.00755167805445
544	1.01091200336316
545	1.01529450413031
546	1.01875276241744
547	1.02035029412181
548	1.02500211057922
549	1.03195535202141
550	1.03940437916583
551	1.04721453416776
552	1.04799187718133
553	1.05111349085794
554	1.05437588319072
555	1.05669567060943
556	1.0640651272119
557	1.06688070033266
558	1.07107957676951
559	1.07748806602567
560	1.07879179879706
561	1.08875647932292
562	1.1024854586986
563	1.1038748828264
564	1.11017319748539
565	1.11594512238723
566	1.11943398473536
567	1.12946599419012
568	1.14055690397359
569	1.14431508201325
570	1.1480365351863
571	1.14931578471459
572	1.1582460481688
573	1.16207767594324
574	1.16655810969898
575	1.17121604697817
576	1.17688391809631
577	1.19075367614793
578	1.19933505337301
579	1.20895084768306
580	1.21489415530642
581	1.22780906682787
582	1.23200794327575
583	1.23475006667045
584	1.23953654098919
585	1.24482492182263
586	1.24979502047673
587	1.25238412359351
588	1.25648506706478
589	1.25863347177895
590	1.26216517981353
591	1.2692102334499
592	1.273335660167
593	1.27513517864607
594	1.27938302158669
595	1.28842958047284
596	1.3019626939379
597	1.31356163108045
598	1.32582161583066
599	1.33175880265528
600	1.34249470543054
601	1.35111892835704
602	1.36386857800895
603	1.37473301782519
604	1.37988062001497
605	1.38530365870773
606	1.3902064284519
607	1.39241604128307
608	1.40602260450869
609	1.41629944646153
610	1.42216318356241
611	1.42799631660812
612	1.43338263043897
613	1.44353705617392
614	1.44929673948804
615	1.45324466269523
616	1.45397916003614
617	1.4602958371684
618	1.46485584149403
619	1.48039658107141
620	1.48350595314972
621	1.48827406505759
622	1.49602301201027
623	1.49796942996541
624	1.50939086362827
625	1.51027226043837
626	1.51780085819205
627	1.52438073021351
628	1.52887952643336
629	1.53491464626094
630	1.55066349344142
631	1.55233447489539
632	1.56163198708911
633	1.56783236882302
634	1.57179253366239
635	1.57488354331313
636	1.58708232001604
637	1.60855412568067
638	1.61429544658132
639	1.61947977366388
640	1.62249733358353
641	1.63171527524601
642	1.64282454757086
643	1.64838224413993
644	1.65514574051623
645	1.66443713191995
646	1.67503837692318
647	1.67933518638827
648	1.68711473742943
649	1.69363952217471
650	1.70067233425118
651	1.70870283855575
652	1.71337913831916
653	1.72346011438157
654	1.73352272801275
655	1.73673615389913
656	1.73887231701231
657	1.7436098248912
658	1.75826304693861
659	1.76166009716337
660	1.77779455553199
661	1.78550065685672
662	1.79035446015414
663	1.80885155166611
664	1.82864625516646
665	1.83361023307114
666	1.83999423918128
667	1.84558866064392
668	1.84770646132911
669	1.85172783430679
670	1.85402925932921
671	1.85579817377473
672	1.85788537040431
673	1.86055404410095
674	1.86193122662795
675	1.86971077770363
676	1.87368318419369
677	1.87961425027899
678	1.88450477845527
679	1.89068067699164
680	1.8915620738096
681	1.89470817078497
682	1.89812970426626
683	1.90804541847135
684	1.91036520593081
685	1.91370716886738
686	1.91993815470959
687	1.92430229312424
688	1.93767014487714
689	1.94266472685195
690	1.94726757690776
691	1.95017496224915
692	1.95228052131758
693	1.953461837888
694	1.95502876556696
695	1.95676707596088
696	1.95762398953538
697	1.95887875584093
698	1.96331022318379
699	1.98193585181431
700	1.98541859341599
701	1.98659990998746
702	1.99420195756228
703	1.999833103915
704	2.01058736928885
705	2.0169162881273
706	2.02473868491367
707	2.02674631100622
708	2.03200408787717
709	2.04065279418691
710	2.04824260015047
711	2.05200689907653
712	2.06673357097644
713	2.07318490605005
714	2.08101954447118
715	2.08628956297263
716	2.09151673579597
717	2.10010423400743
718	2.10651272340822
719	2.11156851351894
720	2.11422494561131
721	2.11919504436531
722	2.12661958844126
723	2.12758667662275
724	2.12861497291702
725	2.13751463251272
726	2.14505547200689
727	2.14648162103479
728	2.15676458398447
729	2.1573827859238
730	2.16623347903669
731	2.1681737762132
732	2.16969785822258
733	2.17467407779586
734	2.18286984410572
735	2.19441369419153
736	2.20258497726102
737	2.2122803423438
738	2.21598343317477
739	2.21764217303472
740	2.22057404164348
741	2.22974301696021
742	2.23178736793238
743	2.23440707516635
744	2.24908478065402
745	2.25223087766098
746	2.25262260958405
747	2.25879850818427
748	2.26332178773462
749	2.27210515195123
750	2.28005608583298
751	2.30635721201302
752	2.31367158152699
753	2.31581998629668
754	2.32595604982743
755	2.32950612038848
756	2.33281135849739
757	2.33731015481286
758	2.35859221575874
759	2.38196759419128
760	2.3895023129304
761	2.40098495497662
762	2.40634678569902
763	2.40704455819036
764	2.41227785187591
765	2.42462352832826
766	2.45773711764746
767	2.46448225174241
768	2.46953804190894
769	2.47489987264338
770	2.4767055119891
771	2.4825386451982
772	2.49425387811057
773	2.49992174941674
774	2.50657507135095
775	2.51313658111642
776	2.5190125600121
777	2.57092316111955
778	2.57272880047113
779	2.57741734197441
780	2.58888162165861
781	2.60769699580048
782	2.61007187061172
783	2.61433807613652
784	2.61547654705143
785	2.6177045223904
786	2.62169529140461
787	2.6266286653708
788	2.63198437532265
789	2.64052290719084
790	2.65351126893363
791	2.66605893226294
792	2.6681522497555
793	2.67861883722063
794	2.68444584965905
795	2.69553675989186
796	2.7025940554231
797	2.7052443667549
798	2.71421135544289
799	2.71580276640489
800	2.72721195884281
801	2.73346742808922
802	2.74779624757195
803	2.75695910223871
804	2.77395659550649
805	2.78182183816372
806	2.7830398796338
807	2.78420895461267
808	2.79612005361497
809	2.81633709371168
810	2.81804480009657
811	2.8198381978414
812	2.83162688063122
813	2.83454650767811
814	2.84320745583796
815	2.84421738972251
816	2.85364956012493
817	2.85476354780409
818	2.86301440160504
819	2.87317494857419
820	2.87804711447163
821	2.88654892154863
822	2.89401019068473
823	2.90069411677074
824	2.91098932160622
825	2.91837102020066
826	2.91930750435086
827	2.94621459145203
828	2.95026656862941
829	2.95409207578388
830	2.96183490226627
831	2.96459538823013
832	2.97688597762498
833	2.98064415585747
834	2.99275112091643
835	2.99948401351999
836	3.00492541490728
837	3.01511656599015
838	3.01634684909413
839	3.01921750967032
840	3.02612178500203
841	3.03043083627386
842	3.03205285131246
843	3.03611707012661
844	3.04938698939193
845	3.05842742793609
846	3.0647379845657
847	3.06829417603277
848	3.07747539324787
849	3.09166343425774
850	3.10018972465289
851	3.10380100342847
852	3.10912610942057
853	3.11965390517852
854	3.12715802006461
855	3.13141810486231
856	3.13306460315358
857	-3.13551644780184
858	-3.12720438578931
859	-3.12015321094283
860	-3.10357805339618
861	-3.10224371648831
862	-3.10131947395115
863	-3.09592703901513
864	-3.0936929428154
865	-3.08881465604428
866	-3.08198383040073
867	-3.07544680370773
868	-3.06751423198794
869	-3.05788007466416
870	-3.05531545463893
871	-3.05193676668163
872	-3.04528344456138
873	-3.04036843291107
874	-3.0354166963906
875	-3.02839612557422
876	-3.02042682896927
877	-3.00908496520956
878	-3.00420055760922
879	-3.003239590199
880	-2.99606599908454
881	-2.99544167630826
882	-2.98225744826404
883	-2.97929497548055
884	-2.97843194105388
885	-2.97482678305843
886	-2.96393173851864
887	-2.93636972413424
888	-2.93367656705291
889	-2.92794748744246
890	-2.92312428794022
891	-2.91667907337534
892	-2.90796915853305
893	-2.90650628457115
894	-2.90255224030546
895	-2.90212378349645
896	-2.89879406200894
897	-2.88849273615383
898	-2.88771539308555
899	-2.88381643612059
900	-2.8699589187388
901	-2.86227730022176
902	-2.86099805060392
903	-2.85681753630204
904	-2.85024990548651
905	-2.84479626237539
906	-2.83851018888873
907	-2.83390121777224
908	-2.82957380398736
909	-2.82271237420787
910	-2.81623655555585
911	-2.79474638608341
912	-2.79248168579599
913	-2.79084742910194
914	-2.78721166701812
915	-2.77667162945852
916	-2.76124106342848
917	-2.75733598562936
918	-2.74445167721184
919	-2.74037521668478
920	-2.72956586339154
921	-2.72313289039279
922	-2.71816279136673
923	-2.71461272063312
924	-2.70854087551494
925	-2.69770091814743
926	-2.69301849726137
927	-2.6890338488987
928	-2.68176232469574
929	-2.67652903076024
930	-2.66773954527032
931	-2.6636202390471
932	-2.64171385422974
933	-2.63544614311822
934	-2.62868876707399
935	-2.61727957418272
936	-2.60822689376719
937	-2.60670281166844
938	-2.59722167443315
939	-2.58960738474587
940	-2.5884138264747
941	-2.57765956040772
942	-2.5749235575998
943	-2.56911490734194
944	-2.56677675729036
945	-2.55131558704728
946	-2.5453967621728
947	-2.53704185425501
948	-2.52831969763386
949	-2.51947512477559
950	-2.51071012246515
951	-2.50572166095297
952	-2.50165132119057
953	-2.49813185447806
954	-2.49568352980812
955	-2.49076851803232
956	-2.48563927784658
957	-2.46701364790085
958	-2.45709181215859
959	-2.45408649362001
960	-2.44603150543698
961	-2.44147150072704
962	-2.43330021711667
963	-2.42779760740261
964	-2.41998745167679
965	-2.41329740448911
966	-2.39320277966555
967	-2.38896717796389
968	-2.3850437376585
969	-2.38107133085863
970	-2.36662009440418
971	-2.3649368711824
972	-2.36112360548306
973	-2.35846717319768
974	-2.35112831994655
975	-2.33329227458564
976	-2.32521892391753
977	-2.32338880121065
978	-2.32044469076876
979	-2.31474009423559
980	-2.30672183086528
981	-2.29998281714458
982	-2.29545341645902
983	-2.28185297277242
984	-2.27649114168538
985	-2.27250649323957
986	-2.26510031102625
987	-2.26238879142181
988	-2.26000779565145
989	-2.24876998527622
990	-2.234918588274
991	-2.23138687988956
992	-2.22539460517685
993	-2.21976957916796
994	-2.21378954607506
995	-2.21165338276914
996	-2.20627931003857
997	-2.18445249526499
998	-2.1768810510989
999	-2.17468980048275
1000	-2.16366009765675
1001	-2.16082616180195
1002	-2.15774739347539
1003	-2.15260591157702
1004	-2.13301931385578
1005	-2.13056486832736
1006	-2.12525200369116
1007	-2.11989017255905
1008	-2.1126186481445
1009	-2.10567152675247
1010	-2.09865707642796
1011	-2.08998388610151
1012	-2.08358151695174
1013	-2.0699259858035
1014	-2.05937370623589
1015	-2.05390782128343
1016	-2.05016800526236
1017	-2.04142748598259
1018	-2.03638393704052
1019	-2.03460278079971
1020	-2.02970001052771
1021	-2.02879413037743
1022	-2.02256314393711
1023	-2.01802762237162
1024	-2.01235362980426
1025	-2.00759775901016
1026	-2.0012076314547
1027	-1.99321385119532
1028	-1.98117421430475
1029	-1.95301847980574
1030	-1.95003152362146
1031	-1.94271103264311
1032	-1.94099108451147
1033	-1.9390201830935
1034	-1.9236997910078
1035	-1.92052308965076
1036	-1.91481849299273
1037	-1.90817129130516
1038	-1.90426009252096
1039	-1.88998635923531
1040	-1.87817931312524
1041	-1.86364850571899
1042	-1.85909462167678
1043	-1.85135179463987
1044	-1.84348043054977
1045	-1.83852869372919
1046	-1.83335048686707
1047	-1.83074302099974
1048	-1.82581576742307
1049	-1.81776077896424
1050	-1.80921000473744
1051	-1.79546878200895
1052	-1.78973358124994
1053	-1.77895483147244
1054	-1.77307885203377
1055	-1.77046526534529
1056	-1.76100861093044
1057	-1.75860925265735
1058	-1.75374932799091
1059	-1.73764547181287
1060	-1.72531203577098
1061	-1.7191483781526
1062	-1.71335196924823
1063	-1.70322814629956
1064	-1.69206990612592
1065	-1.68636530939136
1066	-1.68055053803973
1067	-1.67485206211316
1068	-1.6741665311745
1069	-1.66647267054841
1070	-1.65740774804004
1071	-1.65503899381185
1072	-1.6438195454861
1073	-1.63522592548674
1074	-1.60442599964009
1075	-1.60298760882509
1076	-1.58678581950861
1077	-1.56678300592901
1078	-1.56012356247965
1079	-1.55374567637944
1080	-1.54438083402045
1081	-1.54235484524795
1082	-1.53004589230744
1083	-1.52887681721415
1084	-1.5210054529712
1085	-1.51449902980323
1086	-1.50854960052598
1087	-1.49991925558282
1088	-1.48968525788533
1089	-1.48843661223279
1090	-1.4785943464976
1091	-1.47490349684534
1092	-1.47229603092133
1093	-1.4661813397035
1094	-1.45382342020801
1095	-1.45068956444536
1096	-1.44848607211188
1097	-1.43461631202796
1098	-1.43203945015754
1099	-1.42842205023897
1100	-1.42153613668609
1101	-1.40034588536045
1102	-1.39909723970085
1103	-1.38356261869224
1104	-1.36590407587999
1105	-1.35996688817085
1106	-1.35394400909039
1107	-1.35268312180293
1108	-1.34049658495618
1109	-1.32426419131115
1110	-1.31226739961682
1111	-1.30721160882856
1112	-1.30623227889359
1113	-1.29589422726381
1114	-1.27609952092659
1115	-1.27526096966807
1116	-1.26757322966088
1117	-1.2666673494687
1118	-1.25142652730832
1119	-1.25041659330921
1120	-1.24109459645357
1121	-1.2290059925121
1122	-1.20688537747724
1123	-1.20045852473552
1124	-1.19261776438691
1125	-1.18069442233451
1126	-1.17281081629056
1127	-1.16776114626798
1128	-1.16307260416066
1129	-1.15807190063203
1130	-1.15207962553248
1131	-1.14811333925485
1132	-1.14685857276248
1133	-1.0954865962302
1134	-1.09458683683981
1135	-1.0795235180578
1136	-1.07175620739174
1137	-1.06569048251097
1138	-1.06027968453247
1139	-1.05569519619845
1140	-1.05041905608462
1141	-1.04334339718189
1142	-1.03676352406425
1143	-1.02509725599908
1144	-1.02266729355201
1145	-1.01973542450325
1146	-1.01873773211282
1147	-1.01697493819583
1148	-1.01292908132304
1149	-0.991555205056569
1150	-0.978634170448344
1151	-0.973706916603702
1152	-0.971356524707031
1153	-0.966227284056198
1154	-0.964433886071645
1155	-0.981645610064369
1156	-0.991677621301027
1157	-0.995692874118631
1158	-1.00881589551476
1159	-1.01546921839157
1160	-1.01865816155407
1161	-1.03022649662909
1162	-1.03275439207019
1163	-1.03581479817262
1164	-1.03850795554224
1165	-1.04172750276072
1166	-1.04738925404624
1167	-1.05041293527243
1168	-1.05748859417174
1169	-1.06275861347083
1170	-1.06973633936916
1171	-1.07150525409198
1172	-1.07276614140292
1173	-1.0742657403891
1174	-1.0818861515614
1175	-1.27606891686606
1176	-1.28701904971936
1177	-1.29607173081465
1178	-1.30262712056996
1179	-1.31833312439813
1180	-1.33951113421125
1181	-1.34137186108362
1182	-1.35286674616519
1183	-1.36038922420384
1184	-1.36398826170193
1185	-1.36647943221457
1186	-1.37001114077849
1187	-1.37211057931784
1188	-1.37510365641864
1189	-1.37922908375091
1190	-1.39814239301992
1191	-1.40220661222554
1192	-1.40634428117477
1193	-1.41625999669954
1194	-1.43471424502065
1195	-1.44080445300248
1196	-1.44808209851737
1197	-1.45510266992344
1198	-1.45851808303878
1199	-1.46474294887614
1200	-1.46877656400445
1201	-1.47223482280105
1202	-1.4799348043313
1203	-1.48792246402289
1204	-1.49449621613389
1205	-1.50179222406025
1206	-1.50940651420802
1207	-1.51583948763391
1208	-1.52028931796601
1209	-1.52380878487154
1210	-1.52811171571325
1211	-1.5352669449482
1212	-1.54338926247623
1213	-1.55194003684006
1214	-1.56033167008748
1215	-1.5608029726111
1216	-1.57346693262359
1217	-1.58486388454517
1218	-1.59424096850474
1219	-1.60001289420302
1220	-1.60067394189686
1221	-1.60617655186584
1222	-1.61542509876169
1223	-1.63766812946138
1224	-1.64338496783667
1225	-1.68353749427114
1226	-1.69509970803887
1227	-1.73814737839106
1228	-1.7656481863657
1229	-1.77793265588273
1230	-1.80490095315696
1231	-1.82362451676367
1232	-1.85922315872637
1233	-1.87034467391867
1234	-1.88818071973222
1235	-1.89027403739342
1236	-1.89320590628104
1237	-1.89603984217821
1238	-1.89900843593609
1239	-1.90364189052212
1240	-1.90441311281769
1241	-1.94231317987246
1242	-1.94663447304242
1243	-1.95195957935522
1244	-1.9552342136962
1245	-1.95966568147629
1246	-1.9602287961665
1247	-1.96923251039554
1248	-1.97228067469502
1249	-1.97624083995881
1250	-1.97674274653005
1251	-1.98514050037839
1252	-1.98985964630746
1253	-1.99072880158868
1254	-2.00199109536967
1255	-2.0039069094741
1256	-2.01439798095603
1257	-2.03029985008666
1258	-2.03663489032529
1259	-2.04009314900534
1260	-2.05003946821416
1261	-2.05739056320742
1262	-2.05900033671512
1263	-2.06687170070887
1264	-2.0696321868365
1265	-2.07957850602903
1266	-2.08567483458987
1267	-2.09174667990144
1268	-2.10054228646309
1269	-2.11174337205737
1270	-2.11460791197873
1271	-2.12264453786684
1272	-2.12391766672007
1273	-2.13205834640454
1274	-2.13454339599171
1275	-2.13712637856718
1276	-2.14551189071727
1277	-2.14835194738621
1278	-2.15380559068677
1279	-2.1567680635901
1280	-2.15961424106909
1281	-2.18125743151864
1282	-2.20520204716756
1283	-2.2159134677572
1284	-2.22296464290771
1285	-2.23641818715454
1286	-2.24307150953328
