Cell Barcode	cell_angle
D5_lib4_bc1_21_bc2_96_bc3_54	172.12444
D5_lib4_bc1_21_bc2_96_bc3_79	194.17532
D5_lib4_bc1_22_bc2_10_bc3_95	308.61484
D5_lib4_bc1_22_bc2_11_bc3_30	80.418915
D5_lib4_bc1_22_bc2_13_bc3_45	287.0436
D5_lib4_bc1_22_bc2_13_bc3_92	180.4355
D5_lib4_bc1_22_bc2_14_bc3_47	280.38196
D5_lib4_bc1_22_bc2_16_bc3_69	33.337433
D5_lib4_bc1_22_bc2_17_bc3_10	231.30917
D5_lib4_bc1_22_bc2_17_bc3_15	288.48633
D5_lib4_bc1_22_bc2_17_bc3_76	50.152985
D5_lib4_bc1_22_bc2_17_bc3_79	258.4624
D5_lib4_bc1_22_bc2_18_bc3_65	215.19818
D5_lib4_bc1_22_bc2_19_bc3_83	125.63411
D5_lib4_bc1_22_bc2_20_bc3_63	33.09729
D5_lib4_bc1_22_bc2_21_bc3_14	89.43329
D5_lib4_bc1_22_bc2_21_bc3_28	86.06732
D5_lib4_bc1_22_bc2_21_bc3_31	98.58066
D5_lib4_bc1_22_bc2_21_bc3_39	168.17378
D5_lib4_bc1_22_bc2_21_bc3_41	218.62256
D5_lib4_bc1_22_bc2_21_bc3_60	308.125
D5_lib4_bc1_22_bc2_21_bc3_7	14.264252
D5_lib4_bc1_22_bc2_22_bc3_14	37.79608
D5_lib4_bc1_22_bc2_22_bc3_35	59.212646
D5_lib4_bc1_22_bc2_23_bc3_78	298.09164
D5_lib4_bc1_22_bc2_24_bc3_33	261.55118
D5_lib4_bc1_22_bc2_24_bc3_67	87.86859
D5_lib4_bc1_22_bc2_24_bc3_75	26.695496
D5_lib4_bc1_22_bc2_24_bc3_83	281.08008
D5_lib4_bc1_22_bc2_24_bc3_86	50.58246
D5_lib4_bc1_22_bc2_25_bc3_7	65.63614
D5_lib4_bc1_22_bc2_26_bc3_13	8.321838
D5_lib4_bc1_22_bc2_26_bc3_75	54.03119
D5_lib4_bc1_22_bc2_27_bc3_70	103.992676
D5_lib4_bc1_22_bc2_28_bc3_22	175.1155
D5_lib4_bc1_22_bc2_28_bc3_60	209.4734
D5_lib4_bc1_22_bc2_28_bc3_80	89.95102
D5_lib4_bc1_22_bc2_29_bc3_38	315.29242
D5_lib4_bc1_22_bc2_29_bc3_8	78.46481
D5_lib4_bc1_22_bc2_2_bc3_38	240.30844
D5_lib4_bc1_22_bc2_2_bc3_71	107.046906
D5_lib4_bc1_22_bc2_31_bc3_23	131.67284
D5_lib4_bc1_22_bc2_31_bc3_4	93.58624
D5_lib4_bc1_22_bc2_31_bc3_40	234.78322
D5_lib4_bc1_22_bc2_31_bc3_90	45.094727
D5_lib4_bc1_22_bc2_32_bc3_29	160.63385
D5_lib4_bc1_22_bc2_32_bc3_53	311.46317
D5_lib4_bc1_22_bc2_32_bc3_71	35.07602
D5_lib4_bc1_22_bc2_33_bc3_60	11.31488
D5_lib4_bc1_22_bc2_33_bc3_82	3.7791138
D5_lib4_bc1_22_bc2_33_bc3_92	228.26863
D5_lib4_bc1_22_bc2_34_bc3_52	297.4719
D5_lib4_bc1_22_bc2_34_bc3_83	328.97693
D5_lib4_bc1_22_bc2_35_bc3_7	4.6500244
D5_lib4_bc1_22_bc2_36_bc3_66	108.341156
D5_lib4_bc1_22_bc2_36_bc3_68	285.4967
D5_lib4_bc1_22_bc2_37_bc3_14	179.64125
D5_lib4_bc1_22_bc2_37_bc3_23	51.828674
D5_lib4_bc1_22_bc2_37_bc3_67	264.18927
D5_lib4_bc1_22_bc2_37_bc3_94	195.81375
D5_lib4_bc1_22_bc2_38_bc3_20	69.23212
D5_lib4_bc1_22_bc2_3_bc3_71	293.22928
D5_lib4_bc1_22_bc2_40_bc3_28	330.84412
D5_lib4_bc1_22_bc2_40_bc3_30	334.58228
D5_lib4_bc1_22_bc2_40_bc3_4	84.53339
D5_lib4_bc1_22_bc2_41_bc3_28	184.9451
D5_lib4_bc1_22_bc2_41_bc3_36	329.23254
D5_lib4_bc1_22_bc2_41_bc3_69	31.536926
D5_lib4_bc1_22_bc2_42_bc3_32	120.982895
D5_lib4_bc1_22_bc2_44_bc3_39	263.0528
D5_lib4_bc1_22_bc2_44_bc3_54	8.661194
D5_lib4_bc1_22_bc2_44_bc3_84	39.403656
D5_lib4_bc1_22_bc2_45_bc3_68	295.7415
D5_lib4_bc1_22_bc2_45_bc3_89	253.07123
D5_lib4_bc1_22_bc2_46_bc3_1	310.4754
D5_lib4_bc1_22_bc2_46_bc3_67	305.07352
D5_lib4_bc1_22_bc2_46_bc3_90	264.76685
D5_lib4_bc1_22_bc2_47_bc3_65	289.80606
D5_lib4_bc1_22_bc2_48_bc3_59	40.289764
D5_lib4_bc1_22_bc2_48_bc3_77	221.96764
D5_lib4_bc1_22_bc2_48_bc3_86	13.865784
D5_lib4_bc1_22_bc2_49_bc3_92	215.22406
D5_lib4_bc1_22_bc2_4_bc3_16	172.51482
D5_lib4_bc1_22_bc2_4_bc3_18	115.4202
D5_lib4_bc1_22_bc2_4_bc3_71	108.13832
D5_lib4_bc1_22_bc2_4_bc3_87	249.2609
D5_lib4_bc1_22_bc2_51_bc3_79	178.44925
D5_lib4_bc1_22_bc2_52_bc3_14	276.55023
D5_lib4_bc1_22_bc2_52_bc3_16	258.94052
D5_lib4_bc1_22_bc2_53_bc3_12	85.23273
D5_lib4_bc1_22_bc2_53_bc3_53	98.59564
D5_lib4_bc1_22_bc2_53_bc3_58	213.8873
D5_lib4_bc1_22_bc2_53_bc3_78	320.84406
D5_lib4_bc1_22_bc2_54_bc3_19	166.49088
D5_lib4_bc1_22_bc2_54_bc3_36	331.63406
D5_lib4_bc1_22_bc2_54_bc3_4	40.575806
D5_lib4_bc1_22_bc2_54_bc3_66	14.200897
D5_lib4_bc1_22_bc2_54_bc3_71	69.176056
D5_lib4_bc1_22_bc2_55_bc3_35	56.484955
D5_lib4_bc1_22_bc2_56_bc3_14	188.48712
D5_lib4_bc1_22_bc2_57_bc3_30	204.20844
D5_lib4_bc1_22_bc2_57_bc3_34	98.35828
D5_lib4_bc1_22_bc2_58_bc3_15	74.222534
D5_lib4_bc1_22_bc2_58_bc3_18	268.70187
D5_lib4_bc1_22_bc2_58_bc3_21	3.9152222
D5_lib4_bc1_22_bc2_59_bc3_22	143.1573
D5_lib4_bc1_22_bc2_5_bc3_68	310.6563
D5_lib4_bc1_22_bc2_60_bc3_59	72.3811
D5_lib4_bc1_22_bc2_61_bc3_28	352.6306
D5_lib4_bc1_22_bc2_61_bc3_48	210.94135
D5_lib4_bc1_22_bc2_61_bc3_50	348.902
D5_lib4_bc1_22_bc2_61_bc3_88	125.151474
D5_lib4_bc1_22_bc2_63_bc3_11	52.482452
D5_lib4_bc1_22_bc2_64_bc3_38	242.7613
D5_lib4_bc1_22_bc2_64_bc3_8	61.5719
D5_lib4_bc1_22_bc2_65_bc3_7	119.40901
D5_lib4_bc1_22_bc2_65_bc3_76	218.54578
D5_lib4_bc1_22_bc2_66_bc3_17	158.53217
D5_lib4_bc1_22_bc2_66_bc3_41	204.5597
D5_lib4_bc1_22_bc2_66_bc3_75	176.84229
D5_lib4_bc1_22_bc2_66_bc3_88	24.325562
D5_lib4_bc1_22_bc2_67_bc3_29	151.64691
D5_lib4_bc1_22_bc2_67_bc3_84	355.06305
D5_lib4_bc1_22_bc2_68_bc3_30	186.42061
D5_lib4_bc1_22_bc2_68_bc3_79	123.98236
D5_lib4_bc1_22_bc2_6_bc3_2	21.593262
D5_lib4_bc1_22_bc2_6_bc3_49	85.53696
D5_lib4_bc1_22_bc2_6_bc3_79	222.37592
D5_lib4_bc1_22_bc2_6_bc3_88	82.927155
D5_lib4_bc1_22_bc2_70_bc3_33	153.09383
D5_lib4_bc1_22_bc2_70_bc3_84	96.87189
D5_lib4_bc1_22_bc2_72_bc3_15	279.1505
D5_lib4_bc1_22_bc2_72_bc3_24	224.9982
D5_lib4_bc1_22_bc2_72_bc3_53	184.78651
D5_lib4_bc1_22_bc2_72_bc3_79	156.42876
D5_lib4_bc1_22_bc2_72_bc3_94	118.93535
D5_lib4_bc1_22_bc2_74_bc3_39	52.53302
D5_lib4_bc1_22_bc2_74_bc3_46	248.17343
D5_lib4_bc1_22_bc2_74_bc3_63	47.77298
D5_lib4_bc1_22_bc2_74_bc3_68	299.75323
D5_lib4_bc1_22_bc2_74_bc3_74	120.16264
D5_lib4_bc1_22_bc2_75_bc3_15	93.47394
D5_lib4_bc1_22_bc2_75_bc3_25	125.16461
D5_lib4_bc1_22_bc2_75_bc3_3	282.83096
D5_lib4_bc1_22_bc2_75_bc3_46	176.6022
D5_lib4_bc1_22_bc2_75_bc3_49	18.5448
D5_lib4_bc1_22_bc2_75_bc3_73	154.63037
D5_lib4_bc1_22_bc2_76_bc3_16	223.22758
D5_lib4_bc1_22_bc2_76_bc3_42	343.55273
D5_lib4_bc1_22_bc2_76_bc3_94	355.32236
D5_lib4_bc1_22_bc2_77_bc3_57	320.97107
D5_lib4_bc1_22_bc2_77_bc3_94	204.46652
D5_lib4_bc1_22_bc2_79_bc3_27	307.81805
D5_lib4_bc1_22_bc2_79_bc3_31	235.05623
D5_lib4_bc1_22_bc2_79_bc3_38	321.2564
D5_lib4_bc1_22_bc2_79_bc3_55	58.92383
D5_lib4_bc1_22_bc2_79_bc3_93	61.356445
D5_lib4_bc1_22_bc2_7_bc3_1	212.25157
D5_lib4_bc1_22_bc2_7_bc3_45	93.18152
D5_lib4_bc1_22_bc2_7_bc3_56	334.19263
D5_lib4_bc1_22_bc2_81_bc3_81	321.48495
D5_lib4_bc1_22_bc2_82_bc3_1	314.60776
D5_lib4_bc1_22_bc2_82_bc3_36	307.24664
D5_lib4_bc1_22_bc2_82_bc3_42	185.75746
D5_lib4_bc1_22_bc2_82_bc3_43	92.818054
D5_lib4_bc1_22_bc2_82_bc3_80	83.29022
D5_lib4_bc1_22_bc2_82_bc3_85	150.87811
D5_lib4_bc1_22_bc2_83_bc3_15	54.619873
D5_lib4_bc1_22_bc2_83_bc3_23	133.2189
D5_lib4_bc1_22_bc2_83_bc3_36	160.62706
D5_lib4_bc1_22_bc2_83_bc3_43	355.90714
D5_lib4_bc1_22_bc2_83_bc3_46	203.65074
D5_lib4_bc1_22_bc2_83_bc3_74	13.644623
D5_lib4_bc1_22_bc2_84_bc3_37	121.92952
D5_lib4_bc1_22_bc2_84_bc3_48	65.839355
D5_lib4_bc1_22_bc2_84_bc3_70	104.65556
D5_lib4_bc1_22_bc2_84_bc3_84	148.4707
D5_lib4_bc1_22_bc2_85_bc3_48	121.70557
D5_lib4_bc1_22_bc2_85_bc3_82	175.92816
D5_lib4_bc1_22_bc2_86_bc3_45	192.0167
D5_lib4_bc1_22_bc2_87_bc3_72	73.467316
D5_lib4_bc1_22_bc2_88_bc3_13	270.4698
D5_lib4_bc1_22_bc2_88_bc3_3	147.01505
D5_lib4_bc1_22_bc2_88_bc3_46	262.93884
D5_lib4_bc1_22_bc2_88_bc3_82	39.422363
D5_lib4_bc1_22_bc2_89_bc3_43	231.80443
D5_lib4_bc1_22_bc2_8_bc3_50	85.34161
D5_lib4_bc1_22_bc2_90_bc3_68	131.93327
D5_lib4_bc1_22_bc2_90_bc3_82	59.886658
D5_lib4_bc1_22_bc2_91_bc3_30	321.2763
D5_lib4_bc1_22_bc2_91_bc3_57	20.798035
D5_lib4_bc1_22_bc2_91_bc3_79	131.75385
D5_lib4_bc1_22_bc2_91_bc3_9	276.84985
D5_lib4_bc1_22_bc2_92_bc3_17	354.4135
D5_lib4_bc1_22_bc2_93_bc3_20	310.64716
D5_lib4_bc1_22_bc2_94_bc3_39	22.73703
D5_lib4_bc1_22_bc2_94_bc3_62	205.24757
D5_lib4_bc1_22_bc2_94_bc3_7	210.50154
D5_lib4_bc1_22_bc2_94_bc3_78	331.11728
D5_lib4_bc1_22_bc2_94_bc3_80	87.23593
D5_lib4_bc1_22_bc2_95_bc3_89	325.28528
D5_lib4_bc1_22_bc2_96_bc3_28	226.10237
D5_lib4_bc1_22_bc2_96_bc3_89	45.838867
D5_lib4_bc1_23_bc2_10_bc3_54	349.1416
D5_lib4_bc1_23_bc2_10_bc3_71	247.40892
D5_lib4_bc1_23_bc2_10_bc3_86	216.6216
D5_lib4_bc1_23_bc2_11_bc3_69	275.1397
D5_lib4_bc1_23_bc2_11_bc3_72	17.10315
D5_lib4_bc1_23_bc2_13_bc3_28	94.9303
D5_lib4_bc1_23_bc2_13_bc3_37	61.307983
D5_lib4_bc1_23_bc2_13_bc3_70	7.3260193
D5_lib4_bc1_23_bc2_13_bc3_87	50.662354
D5_lib4_bc1_23_bc2_14_bc3_43	345.169
D5_lib4_bc1_23_bc2_15_bc3_13	358.8277
D5_lib4_bc1_23_bc2_15_bc3_36	133.83252
D5_lib4_bc1_23_bc2_15_bc3_43	236.69229
D5_lib4_bc1_23_bc2_15_bc3_60	358.74973
D5_lib4_bc1_23_bc2_16_bc3_12	275.75653
D5_lib4_bc1_23_bc2_16_bc3_94	163.95947
D5_lib4_bc1_23_bc2_17_bc3_81	27.080292
D5_lib4_bc1_23_bc2_18_bc3_27	48.209106
D5_lib4_bc1_23_bc2_18_bc3_67	17.1828
D5_lib4_bc1_23_bc2_18_bc3_72	133.65265
D5_lib4_bc1_23_bc2_18_bc3_86	49.69153
D5_lib4_bc1_23_bc2_1_bc3_50	157.26057
D5_lib4_bc1_23_bc2_20_bc3_55	83.14264
D5_lib4_bc1_23_bc2_20_bc3_6	118.68213
D5_lib4_bc1_23_bc2_20_bc3_64	23.74939
D5_lib4_bc1_23_bc2_20_bc3_80	346.46515
D5_lib4_bc1_23_bc2_21_bc3_18	119.78677
D5_lib4_bc1_23_bc2_21_bc3_78	312.43942
D5_lib4_bc1_23_bc2_22_bc3_16	285.93927
D5_lib4_bc1_23_bc2_22_bc3_2	235.8326
D5_lib4_bc1_23_bc2_22_bc3_21	189.52338
D5_lib4_bc1_23_bc2_22_bc3_24	115.270996
D5_lib4_bc1_23_bc2_22_bc3_31	207.98798
D5_lib4_bc1_23_bc2_22_bc3_35	61.2619
D5_lib4_bc1_23_bc2_22_bc3_6	138.59865
D5_lib4_bc1_23_bc2_22_bc3_61	96.11981
D5_lib4_bc1_23_bc2_22_bc3_72	92.20029
D5_lib4_bc1_23_bc2_22_bc3_82	176.86859
D5_lib4_bc1_23_bc2_22_bc3_96	195.4543
D5_lib4_bc1_23_bc2_23_bc3_45	338.1471
D5_lib4_bc1_23_bc2_23_bc3_92	299.80734
D5_lib4_bc1_23_bc2_24_bc3_53	159.65118
D5_lib4_bc1_23_bc2_24_bc3_57	113.36331
D5_lib4_bc1_23_bc2_24_bc3_64	108.235916
D5_lib4_bc1_23_bc2_25_bc3_17	301.21414
D5_lib4_bc1_23_bc2_26_bc3_48	284.88818
D5_lib4_bc1_23_bc2_27_bc3_13	17.899902
D5_lib4_bc1_23_bc2_27_bc3_90	257.82703
D5_lib4_bc1_23_bc2_28_bc3_11	167.39877
D5_lib4_bc1_23_bc2_28_bc3_21	124.067474
D5_lib4_bc1_23_bc2_28_bc3_60	216.14244
D5_lib4_bc1_23_bc2_28_bc3_8	8.694153
D5_lib4_bc1_23_bc2_28_bc3_81	242.23395
D5_lib4_bc1_23_bc2_29_bc3_59	327.5199
D5_lib4_bc1_23_bc2_2_bc3_48	106.63281
D5_lib4_bc1_23_bc2_2_bc3_54	126.98006
D5_lib4_bc1_23_bc2_2_bc3_7	309.1087
D5_lib4_bc1_23_bc2_30_bc3_5	352.91193
D5_lib4_bc1_23_bc2_32_bc3_1	198.08609
D5_lib4_bc1_23_bc2_32_bc3_33	290.8684
D5_lib4_bc1_23_bc2_32_bc3_67	116.02289
D5_lib4_bc1_23_bc2_33_bc3_71	64.24771
D5_lib4_bc1_23_bc2_33_bc3_88	78.10596
D5_lib4_bc1_23_bc2_34_bc3_34	334.75797
D5_lib4_bc1_23_bc2_34_bc3_46	156.22435
D5_lib4_bc1_23_bc2_34_bc3_76	138.03036
D5_lib4_bc1_23_bc2_34_bc3_81	256.64636
D5_lib4_bc1_23_bc2_36_bc3_40	293.67276
D5_lib4_bc1_23_bc2_36_bc3_45	125.18579
D5_lib4_bc1_23_bc2_36_bc3_60	202.46904
D5_lib4_bc1_23_bc2_36_bc3_84	47.009644
D5_lib4_bc1_23_bc2_37_bc3_41	27.339355
D5_lib4_bc1_23_bc2_37_bc3_54	60.349396
D5_lib4_bc1_23_bc2_37_bc3_60	239.13962
D5_lib4_bc1_23_bc2_38_bc3_43	145.11028
D5_lib4_bc1_23_bc2_38_bc3_96	331.4773
D5_lib4_bc1_23_bc2_39_bc3_10	346.6001
D5_lib4_bc1_23_bc2_3_bc3_28	6.3829346
D5_lib4_bc1_23_bc2_3_bc3_59	121.272675
D5_lib4_bc1_23_bc2_41_bc3_27	291.81082
D5_lib4_bc1_23_bc2_41_bc3_94	264.59552
D5_lib4_bc1_23_bc2_42_bc3_57	168.60971
D5_lib4_bc1_23_bc2_42_bc3_71	153.37149
D5_lib4_bc1_23_bc2_43_bc3_29	101.40933
D5_lib4_bc1_23_bc2_43_bc3_45	286.12994
D5_lib4_bc1_23_bc2_43_bc3_49	149.27882
D5_lib4_bc1_23_bc2_43_bc3_59	244.51422
D5_lib4_bc1_23_bc2_44_bc3_17	125.44885
D5_lib4_bc1_23_bc2_44_bc3_36	291.1167
D5_lib4_bc1_23_bc2_44_bc3_81	174.31567
D5_lib4_bc1_23_bc2_44_bc3_88	58.839844
D5_lib4_bc1_23_bc2_45_bc3_40	121.80998
D5_lib4_bc1_23_bc2_45_bc3_54	217.54544
D5_lib4_bc1_23_bc2_46_bc3_24	150.47913
D5_lib4_bc1_23_bc2_46_bc3_44	108.90579
D5_lib4_bc1_23_bc2_47_bc3_48	271.6203
D5_lib4_bc1_23_bc2_47_bc3_92	146.19357
D5_lib4_bc1_23_bc2_48_bc3_70	177.48627
D5_lib4_bc1_23_bc2_48_bc3_84	21.6026
D5_lib4_bc1_23_bc2_4_bc3_70	39.952576
D5_lib4_bc1_23_bc2_4_bc3_73	356.14264
D5_lib4_bc1_23_bc2_4_bc3_95	49.956238
D5_lib4_bc1_23_bc2_50_bc3_57	280.56583
D5_lib4_bc1_23_bc2_53_bc3_11	47.766724
D5_lib4_bc1_23_bc2_53_bc3_38	280.39825
D5_lib4_bc1_23_bc2_53_bc3_58	240.40012
D5_lib4_bc1_23_bc2_53_bc3_92	82.52728
D5_lib4_bc1_23_bc2_53_bc3_93	38.03296
D5_lib4_bc1_23_bc2_54_bc3_30	140.98248
D5_lib4_bc1_23_bc2_55_bc3_27	199.48694
D5_lib4_bc1_23_bc2_55_bc3_39	80.31119
D5_lib4_bc1_23_bc2_56_bc3_6	255.58842
D5_lib4_bc1_23_bc2_56_bc3_79	64.6485
D5_lib4_bc1_23_bc2_56_bc3_81	195.86903
D5_lib4_bc1_23_bc2_56_bc3_96	183.11269
D5_lib4_bc1_23_bc2_57_bc3_21	310.41626
D5_lib4_bc1_23_bc2_57_bc3_4	1.1716309
D5_lib4_bc1_23_bc2_57_bc3_87	208.3786
D5_lib4_bc1_23_bc2_58_bc3_74	32.813446
D5_lib4_bc1_23_bc2_58_bc3_8	65.09442
D5_lib4_bc1_23_bc2_58_bc3_92	192.42004
D5_lib4_bc1_23_bc2_59_bc3_46	66.00693
D5_lib4_bc1_23_bc2_59_bc3_82	48.683563
D5_lib4_bc1_23_bc2_5_bc3_72	122.532776
D5_lib4_bc1_23_bc2_60_bc3_20	68.26068
D5_lib4_bc1_23_bc2_60_bc3_46	207.26784
D5_lib4_bc1_23_bc2_61_bc3_22	45.427063
D5_lib4_bc1_23_bc2_61_bc3_47	283.7479
D5_lib4_bc1_23_bc2_62_bc3_13	110.18457
D5_lib4_bc1_23_bc2_63_bc3_33	254.31064
D5_lib4_bc1_23_bc2_63_bc3_75	272.7514
D5_lib4_bc1_23_bc2_64_bc3_81	325.71173
D5_lib4_bc1_23_bc2_65_bc3_11	271.34702
D5_lib4_bc1_23_bc2_65_bc3_15	38.928986
D5_lib4_bc1_23_bc2_66_bc3_52	251.33795
D5_lib4_bc1_23_bc2_66_bc3_58	225.8017
D5_lib4_bc1_23_bc2_66_bc3_86	31.265594
D5_lib4_bc1_23_bc2_67_bc3_3	101.388794
D5_lib4_bc1_23_bc2_67_bc3_33	273.66388
D5_lib4_bc1_23_bc2_68_bc3_45	0.51104736
D5_lib4_bc1_23_bc2_68_bc3_56	263.69952
D5_lib4_bc1_23_bc2_68_bc3_8	201.12852
D5_lib4_bc1_23_bc2_69_bc3_66	144.79544
D5_lib4_bc1_23_bc2_6_bc3_42	336.18506
D5_lib4_bc1_23_bc2_6_bc3_68	228.84338
D5_lib4_bc1_23_bc2_6_bc3_70	167.5768
D5_lib4_bc1_23_bc2_6_bc3_79	93.49701
D5_lib4_bc1_23_bc2_6_bc3_88	204.54897
D5_lib4_bc1_23_bc2_72_bc3_12	108.41623
D5_lib4_bc1_23_bc2_72_bc3_47	86.43872
D5_lib4_bc1_23_bc2_73_bc3_56	344.31152
D5_lib4_bc1_23_bc2_74_bc3_39	84.16675
D5_lib4_bc1_23_bc2_74_bc3_90	42.29001
D5_lib4_bc1_23_bc2_74_bc3_94	65.447174
D5_lib4_bc1_23_bc2_75_bc3_48	355.68243
D5_lib4_bc1_23_bc2_76_bc3_87	193.31601
D5_lib4_bc1_23_bc2_77_bc3_11	324.5838
D5_lib4_bc1_23_bc2_77_bc3_14	116.70657
D5_lib4_bc1_23_bc2_77_bc3_21	217.3947
D5_lib4_bc1_23_bc2_77_bc3_29	119.918335
D5_lib4_bc1_23_bc2_77_bc3_76	80.77164
D5_lib4_bc1_23_bc2_78_bc3_41	114.59091
D5_lib4_bc1_23_bc2_78_bc3_6	45.99713
D5_lib4_bc1_23_bc2_78_bc3_80	10.87738
D5_lib4_bc1_23_bc2_78_bc3_82	254.87471
D5_lib4_bc1_23_bc2_7_bc3_4	343.30048
D5_lib4_bc1_23_bc2_7_bc3_45	260.0305
D5_lib4_bc1_23_bc2_7_bc3_83	218.06223
D5_lib4_bc1_23_bc2_80_bc3_29	314.29706
D5_lib4_bc1_23_bc2_80_bc3_36	20.343994
D5_lib4_bc1_23_bc2_80_bc3_57	303.8667
D5_lib4_bc1_23_bc2_80_bc3_89	97.7952
D5_lib4_bc1_23_bc2_81_bc3_1	253.31125
D5_lib4_bc1_23_bc2_81_bc3_45	321.74728
D5_lib4_bc1_23_bc2_81_bc3_78	284.55276
D5_lib4_bc1_23_bc2_82_bc3_21	104.70349
D5_lib4_bc1_23_bc2_82_bc3_33	222.99457
D5_lib4_bc1_23_bc2_82_bc3_4	249.28174
D5_lib4_bc1_23_bc2_82_bc3_7	141.93077
D5_lib4_bc1_23_bc2_82_bc3_78	38.630554
D5_lib4_bc1_23_bc2_82_bc3_89	6.0031433
D5_lib4_bc1_23_bc2_83_bc3_11	318.76477
D5_lib4_bc1_23_bc2_83_bc3_17	165.95807
D5_lib4_bc1_23_bc2_83_bc3_33	338.49826
D5_lib4_bc1_23_bc2_84_bc3_36	231.1118
D5_lib4_bc1_23_bc2_85_bc3_21	68.954926
D5_lib4_bc1_23_bc2_85_bc3_37	301.3199
D5_lib4_bc1_23_bc2_85_bc3_48	281.5892
D5_lib4_bc1_23_bc2_87_bc3_54	215.52347
D5_lib4_bc1_23_bc2_89_bc3_16	209.42316
D5_lib4_bc1_23_bc2_89_bc3_34	282.90375
D5_lib4_bc1_23_bc2_89_bc3_54	261.26804
D5_lib4_bc1_23_bc2_89_bc3_6	14.127991
D5_lib4_bc1_23_bc2_89_bc3_60	268.10477
D5_lib4_bc1_23_bc2_89_bc3_84	304.3393
D5_lib4_bc1_23_bc2_89_bc3_95	338.85352
D5_lib4_bc1_23_bc2_8_bc3_10	37.19879
D5_lib4_bc1_23_bc2_8_bc3_21	199.36719
D5_lib4_bc1_23_bc2_8_bc3_6	288.5663
D5_lib4_bc1_23_bc2_8_bc3_72	324.224
D5_lib4_bc1_23_bc2_8_bc3_83	156.76071
D5_lib4_bc1_23_bc2_8_bc3_84	264.85675
D5_lib4_bc1_23_bc2_8_bc3_87	294.29324
D5_lib4_bc1_23_bc2_90_bc3_31	279.84134
D5_lib4_bc1_23_bc2_91_bc3_46	59.833893
D5_lib4_bc1_23_bc2_91_bc3_87	34.2677
D5_lib4_bc1_23_bc2_92_bc3_43	225.08197
D5_lib4_bc1_23_bc2_92_bc3_69	1.530365
D5_lib4_bc1_23_bc2_93_bc3_16	46.204895
D5_lib4_bc1_23_bc2_94_bc3_28	141.26807
D5_lib4_bc1_23_bc2_94_bc3_63	123.548584
D5_lib4_bc1_23_bc2_95_bc3_17	312.52765
D5_lib4_bc1_23_bc2_95_bc3_33	248.33994
D5_lib4_bc1_23_bc2_95_bc3_72	68.67169
D5_lib4_bc1_23_bc2_95_bc3_82	55.064026
D5_lib4_bc1_23_bc2_96_bc3_25	218.20366
D5_lib4_bc1_23_bc2_9_bc3_22	16.641113
D5_lib4_bc1_23_bc2_9_bc3_41	59.870422
D5_lib4_bc1_23_bc2_9_bc3_50	16.815979
D5_lib4_bc1_23_bc2_9_bc3_80	215.63705
D5_lib4_bc1_24_bc2_10_bc3_50	53.826538
D5_lib4_bc1_24_bc2_10_bc3_7	30.87085
D5_lib4_bc1_24_bc2_10_bc3_92	177.35721
D5_lib4_bc1_24_bc2_11_bc3_81	116.96739
D5_lib4_bc1_24_bc2_13_bc3_22	315.97757
D5_lib4_bc1_24_bc2_13_bc3_69	131.34087
D5_lib4_bc1_24_bc2_13_bc3_92	296.3684
D5_lib4_bc1_24_bc2_14_bc3_31	201.78072
D5_lib4_bc1_24_bc2_14_bc3_42	299.80676
D5_lib4_bc1_24_bc2_14_bc3_55	51.801666
D5_lib4_bc1_24_bc2_14_bc3_78	153.71939
D5_lib4_bc1_24_bc2_14_bc3_8	352.66364
D5_lib4_bc1_24_bc2_15_bc3_21	295.13486
D5_lib4_bc1_24_bc2_15_bc3_37	49.65799
D5_lib4_bc1_24_bc2_15_bc3_8	148.16476
D5_lib4_bc1_24_bc2_16_bc3_16	33.60318
D5_lib4_bc1_24_bc2_16_bc3_9	242.58667
D5_lib4_bc1_24_bc2_17_bc3_11	203.27744
D5_lib4_bc1_24_bc2_17_bc3_13	30.808472
D5_lib4_bc1_24_bc2_17_bc3_84	218.4768
D5_lib4_bc1_24_bc2_18_bc3_15	69.16205
D5_lib4_bc1_24_bc2_18_bc3_20	182.60312
D5_lib4_bc1_24_bc2_19_bc3_83	56.71057
D5_lib4_bc1_24_bc2_20_bc3_55	128.59808
D5_lib4_bc1_24_bc2_21_bc3_16	331.7356
D5_lib4_bc1_24_bc2_21_bc3_33	161.95226
D5_lib4_bc1_24_bc2_21_bc3_37	142.65344
D5_lib4_bc1_24_bc2_21_bc3_64	146.56111
D5_lib4_bc1_24_bc2_23_bc3_30	353.35004
D5_lib4_bc1_24_bc2_23_bc3_43	3.3187256
D5_lib4_bc1_24_bc2_24_bc3_66	192.96077
D5_lib4_bc1_24_bc2_24_bc3_71	79.18735
D5_lib4_bc1_24_bc2_24_bc3_90	70.02078
D5_lib4_bc1_24_bc2_26_bc3_35	236.8419
D5_lib4_bc1_24_bc2_26_bc3_72	187.89781
D5_lib4_bc1_24_bc2_27_bc3_46	108.532074
D5_lib4_bc1_24_bc2_28_bc3_84	130.03537
D5_lib4_bc1_24_bc2_29_bc3_2	134.41577
D5_lib4_bc1_24_bc2_29_bc3_59	227.4727
D5_lib4_bc1_24_bc2_2_bc3_23	102.83386
D5_lib4_bc1_24_bc2_31_bc3_3	9.535675
D5_lib4_bc1_24_bc2_31_bc3_33	340.80966
D5_lib4_bc1_24_bc2_31_bc3_37	256.00012
