	gene_angle	correction_std	highly_variable	cycle_variable
SAUSA300_RS01250	120.395424	0.38054999904275105	False	False
SAUSA300_RS01260	130.31091	0.3880756559750439	False	False
SAUSA300_RS01265	43.45677	0.34769537500523534	False	False
SAUSA300_RS01290	353.37292	0.6321137597178742	False	False
SAUSA300_RS01295	101.797325	0.21050101397903848	False	False
SAUSA300_RS01305	130.15442	0.40821575287209	True	False
SAUSA300_RS01310	331.69534	0.6312732834234144	True	True
SAUSA300_RS01315	355.33148	0.6007383155394396	True	True
SAUSA300_RS01320	11.192596	0.5568374033476464	True	True
SAUSA300_RS01325	47.78366	0.3570792603739693	False	False
SAUSA300_RS01330	58.41889	0.36095701586800266	True	False
SAUSA300_RS01335	76.36106	0.1746546502699612	False	False
SAUSA300_RS01340	79.21449	0.3106875382529026	False	False
SAUSA300_RS01345	81.936775	0.2480741665148028	False	False
SAUSA300_RS01350	127.474915	0.3900268032069675	False	False
SAUSA300_RS01355	105.41985	0.3266198640309642	True	False
SAUSA300_RS01360	77.22314	0.1943811419317036	False	False
SAUSA300_RS01370	178.30751	0.6111664272184706	False	False
SAUSA300_RS01375	33.12294	0.43509916324286185	True	False
SAUSA300_RS01380	33.506104	0.43561998814124986	False	False
SAUSA300_RS01385	327.85193	0.7666092140022335	True	True
SAUSA300_RS01395	63.67222	0.38573564079832373	False	False
SAUSA300_RS01405	76.54451	0.3363786933465344	False	False
SAUSA300_RS01410	61.252953	0.30755325432798053	False	False
SAUSA300_RS01415	60.448563	0.34003609383382255	False	False
SAUSA300_RS01420	133.98956	0.3632260588206396	False	False
SAUSA300_RS01430	194.07065	0.7993627065102435	False	False
SAUSA300_RS01440	35.848648	0.4240744250337901	False	False
SAUSA300_RS01445	108.8935	0.2710251621784241	False	False
SAUSA300_RS01450	46.342514	0.3867345314936765	False	False
SAUSA300_RS01455	126.734955	0.29779391995037613	False	False
SAUSA300_RS01460	99.766075	0.20007512335975153	False	False
SAUSA300_RS01465	97.33494	0.21087315359634348	False	False
SAUSA300_RS01470	86.88423	0.27083116605206925	True	False
SAUSA300_RS01475	114.30074	0.22826235857896343	False	False
SAUSA300_RS01480	126.136246	0.33529303006048294	False	False
SAUSA300_RS01485	163.56523	0.596489685082951	False	False
SAUSA300_RS01490	146.41156	0.3534934301769275	False	False
SAUSA300_RS01495	65.26092	0.350238330824425	True	False
SAUSA300_RS01500	84.67229	0.4524564515877727	False	False
SAUSA300_RS01510	81.10963	0.44298679082399733	False	False
SAUSA300_RS01515	103.59871	0.2940578252452701	True	False
SAUSA300_RS01520	135.42966	0.44948850223564313	False	False
SAUSA300_RS01525	103.84734	0.246029798568454	False	False
SAUSA300_RS01530	178.01633	0.4851816846436967	False	False
SAUSA300_RS01535	95.5817	0.46163889953217196	False	False
SAUSA300_RS01540	128.15984	0.26099270521080575	False	False
SAUSA300_RS01545	165.13321	0.45175992293969996	False	False
SAUSA300_RS01550	121.63552	0.3229082416722579	False	False
SAUSA300_RS01555	114.55227	0.28130417454943046	False	False
SAUSA300_RS01560	138.94312	0.31794506656554256	False	False
SAUSA300_RS01570	98.14942	0.3400092277121107	False	False
SAUSA300_RS01580	93.90601	0.2958796115761402	True	False
SAUSA300_RS01585	149.61905	0.60016388063576	False	False
SAUSA300_RS01590	62.75312	0.33496582047253903	True	False
SAUSA300_RS01595	34.24707	0.47582167402869857	False	False
SAUSA300_RS01600	56.448242	0.38081146550828604	False	False
SAUSA300_RS01605	72.82827	0.3540530530264035	True	False
SAUSA300_RS01610	41.17627	0.5619158132330974	False	False
SAUSA300_RS01615	97.73712	0.252292649211622	False	False
SAUSA300_RS01620	94.63513	0.34716740673559005	False	False
SAUSA300_RS01625	135.02107	0.3127054700440593	False	False
SAUSA300_RS01630	351.2739	0.5814585538715769	False	False
SAUSA300_RS01635	125.418274	0.48609691054605086	False	False
SAUSA300_RS01645	214.35149	0.6262033799984908	False	False
SAUSA300_RS01650	168.61832	0.43244350321068536	False	False
SAUSA300_RS01655	122.784195	0.2550786930212234	False	False
SAUSA300_RS01670	111.36038	0.27366527565898896	False	False
SAUSA300_RS01675	99.06083	0.20028966098408643	False	False
SAUSA300_RS01685	49.894928	0.5887545691499522	False	False
SAUSA300_RS01690	54.171852	0.40874010423909124	True	False
SAUSA300_RS01695	187.84392	0.5904916805264492	False	False
SAUSA300_RS01705	117.72928	0.35117174089348197	False	False
SAUSA300_RS01710	224.00635	0.6620573246330702	True	True
SAUSA300_RS01715	20.846664	0.5864184575882956	False	False
SAUSA300_RS01725	63.77578	0.4270714198384138	True	False
SAUSA300_RS01730	108.395744	0.33806534041988845	False	False
