Genes	Promoters - promoters upstream of gene	Regulation - transcription units of gene	Transcription Units	Regulation - transcription factor regulators of gene	Accession-1
G0-16636		TU00512	TU00512		b4759
G7686		TU0-13901	TU0-13901	G7688-MONOMER // CPLX0-226	b3241
G7685		TU0-13901	TU0-13901	G7688-MONOMER // CPLX0-226	b3240
G7688	PM0-36254	TU0-8759	TU0-8759	CPLX0-226	b3243
G7687	PM0-36253	TU0-13901	TU0-13901	G7688-MONOMER // CPLX0-226	b3242
EG11679		TU0-13751	TU0-13751		b2836
EG11112		TU0-13077	TU0-13077		b0885
G6670		TU0-13222	TU0-13222	G7072-MONOMER	b1338
G6669		TU0-13222	TU0-13222	G7072-MONOMER	b1337
G6671		TU0-8760	TU0-8760	CPLX0-226 // G7072-MONOMER	b1339
EG12853		TU0-13222	TU0-13222	G7072-MONOMER	b1336
G7363		TU0-13692	TU0-13692	G7072-MONOMER	b2628
G7362		TU0-13692	TU0-13692	G7072-MONOMER	b2627
G6384		TU0-13031	TU0-13031		b0715
EG11647	PM0-46356 // PM00523	TU0-42602 // TU00230	TU0-42602 // TU00230	PD01520	b0185
EG10275	PM0-46357 // PM00525	TU0-42603 // TU00231	TU0-42603 // TU00231	PD01520 // BCCP-CPLX	b3255
EG10276		TU0-42603 // TU00231	TU0-42603 // TU00231	PD01520 // BCCP-CPLX	b3256
EG10217	PM00526	TU00232	TU00232	PD01520	b2316
EG10022		TU00001	TU00001	PHOSPHO-ARCA // CPLX0-226 // CPLX0-7605 // PC00027 // PC00061 // G7072-MONOMER // PD00353	b4015
EG10023	PM00001	TU00001	TU00001	PHOSPHO-ARCA // CPLX0-226 // CPLX0-7605 // PC00027 // PC00061 // G7072-MONOMER // PD00353	b4014
EG10024	PM0-46556 // PM00325	TU0-45254 // TU0-45222 // TU0-6634 // TU00522	TU0-45254 // TU0-45222 // TU0-6634 // TU00522	CPLX0-7756 // PHOSPHO-ARCA // MONOMER0-4276 // PC00061 // EG11088-MONOMER // CPLX0-7797 // CPLX0-226 // EG12386-MONOMER // PHOSPHO-OMPR	b0114
EG10025		TU0-45254 // TU0-45222 // TU0-6634 // TU00522	TU0-45254 // TU0-45222 // TU0-6634 // TU00522	CPLX0-7756 // PHOSPHO-ARCA // MONOMER0-4276 // PC00061 // EG11088-MONOMER // CPLX0-7797 // CPLX0-226 // EG12386-MONOMER // PHOSPHO-OMPR	b0115
EG10026	PM0-9782	TU0-14503 // TU00001	TU0-14503 // TU00001	PHOSPHO-ARCA // CPLX0-226 // CPLX0-7605 // PC00027 // PC00061 // G7072-MONOMER // PD00353	b4016
G0-17105					b4830
EG10027	PM00524	TU0-8301 // TU00385	TU0-8301 // TU00385	PHOSPHO-CREB // G7072-MONOMER // PHOSPHO-ARCA // CPLX0-7797	b2296
EG11325	PM0-10030 // PM262	TU0-45169 // TU0-14625 // TU795 // TU794	TU0-45169 // TU0-14625 // TU795 // TU794	PD04418 // PD00365 // PD00406 // PHOSPHO-ARCA // CPLX0-7797 // CPLX0-226 // PC00061	b1276
EG12316	PM0-9960 // PM263	TU0-14608 // TU796	TU0-14608 // TU796	PHOSPHO-ARCA // CPLX0-7705 // PC00061 // CPLX0-226	b0118
EG11095		TU0-8764	TU0-8764		b0404
EG50003	PM541 // PM541	TU0-42537 // TU443 // TU442 // TU441	TU0-42537 // TU443 // TU442 // TU441	EG11088-MONOMER // PHOSPHO-ARCA	b1094
EG10247		TU484 // TU483	TU484 // TU483		b2563
EG12221		TU0-13947	TU0-13947		b3475
EG11703	PM624	TU00233	TU00233	CPLX0-7418 // EG11741-MONOMER // EG12116-MONOMER // PHOSPHO-PHOP // PD00365 // PD00406 // PD04418	b0463
EG11704	PM0-9984	TU0-14615 // TU00233	TU0-14615 // TU00233	CPLX0-7418 // EG11741-MONOMER // EG12116-MONOMER // PHOSPHO-PHOP // PD00365 // PD00406 // PD04418	b0462
EG10014	PM0-10482 // PM0-8401	TU0-14793 // TU0-8021	TU0-14793 // TU0-8021	PHOSPHO-BAER // CPLX0-7748 // PHOSPHO-EVGA	b2470
EG10266	PM0-8727	TU00234	TU00234	PD00288 // CPLX0-7797 // PHOSPHO-HYDG // G7072-MONOMER	b3265
EG10267		TU00234	TU00234	PD00288 // CPLX0-7797 // PHOSPHO-HYDG // G7072-MONOMER	b3266
EG12116	PM0-8705	TU0-8325	TU0-8325	EG12116-MONOMER // PHOSPHO-OMPR	b0464
G6396	PM0-46235	TU0-13041	TU0-13041	PD04418 // PD00406 // PD00365 // PD00353	b0762
EG11448	PM0-46541 // PM0-3923 // PM0-3921	TU0-45241 // TU0-3723 // TU0-3721	TU0-45241 // TU0-3723 // TU0-3721	CPLX0-226 // CPLX0-7705 // PC00027 // PD04418	b4069
EG11942	PM0-10473	TU0-45241 // TU0-14786 // TU0-3723 // TU0-3721	TU0-45241 // TU0-14786 // TU0-3723 // TU0-3721	CPLX0-226 // CPLX0-7705 // PC00027 // PD04418	b4067
G7484		TU0-13771	TU0-13771		b2865
EG10029	PM0-46549 // PM00101	TU0-45248 // TU00072	TU0-45248 // TU00072	PD00230	b2213
EG10030	PM0-45010	TU0-13350	TU0-13350	MONOMER-60	b1623
EG11692	PM0-36195	TU0-8765	TU0-8765	PD00288	b3665
EG11724		TU0-8601	TU0-8601		b3714
EG11691		TU0-14012	TU0-14012		b3664
EG10031	PM0-46478 // PM646 // PM00279	TU0-45181 // TU546 // TU00198	TU0-45181 // TU546 // TU00198	PC00061 // PHOSPHO-NARL // CPLX0-7705 // PD00353 // CPLX0-7797	b1241
G6775		TU0-13286	TU0-13286		b1478
EG11501	PM981	TU00235	TU00235	PD00288 // EG11966-MONOMER // PC00027 // PHOSPHO-TORR	b4117
EG12462	PM0-46012	TU0-14134	TU0-14134	PHOSPHO-PHOB // CPLX0-7852 // PHOSPHO-TORR // PD00288	b4115
EG11966	PM982	TU821	TU821	PD00288	b4116
EG10032	PM00342	TU0-6481	TU0-6481		b0474
EG12409		TU0-13640	TU0-13640	CPLX0-226	b2468
G7595	PM0-1727	TU0-1546	TU0-1546	CPLX0-226 // CPLX0-7797 // PD00353	b3072
EG11101	PM0-5661	TU0-5421	TU0-5421		b0476
EG12340		TU0-12865	TU0-12865		b0262
EG12769		TU0-6583	TU0-6583	G7630-MONOMER // G7072-MONOMER	b3138
EG12770		TU0-6583	TU0-6583	G7630-MONOMER // G7072-MONOMER	b3139
G7635		TU0-6583	TU0-6583	G7630-MONOMER // G7072-MONOMER	b3140
G7636		TU0-6583	TU0-6583	G7630-MONOMER // G7072-MONOMER	b3141
G7630	PM0-6882	TU0-6582	TU0-6582	G7630-MONOMER	b3131
G7634	PM0-6883	TU0-6583	TU0-6583	G7630-MONOMER // G7072-MONOMER	b3136
G7632		TU0-6581	TU0-6581	G7630-MONOMER // CPLX0-226	b3133
G7633		TU0-6581	TU0-6581	G7630-MONOMER // CPLX0-226	b3134
EG10033	PM0-7741	TU0-7401	TU0-7401	CPLX0-226	b1002
G0-10751	PM0-46267	TU0-42529	TU0-42529		b4712
G0-10752	PM0-46268	TU0-42530	TU0-42530		b4713
EG11384	PM0-10408 // PM00102	TU0-14761 // TU00074	TU0-14761 // TU00074	CPLX0-7796 // PD00214 // G7072-MONOMER	b0605
EG11385	PM-8821	TU0-14761 // TU-8435 // TU00074	TU0-14761 // TU-8435 // TU00074	CPLX0-7796 // PD00214 // G7072-MONOMER	b0606
EG11436		TU0-8616	TU0-8616		b4269
EG11811	PM0-46490 // PM00136	TU0-45191 // TU00095	TU0-45191 // TU00095	CPLX0-7691 // PD00353 // PD00230	b4187
G7165		TU0-8766	TU0-8766		b2252
G7184	PM0-45322	TU0-36413 // TU0-13579	TU0-36413 // TU0-13579	MONOMER0-155 // PD00353	b2290
G0-9281					
G7242	PM0-9593	TU0-13612	TU0-13612	EG12094-MONOMER // G7072-MONOMER	b2379
G7399	PM0-46380	TU0-8745	TU0-8745	MONOMER0-155 // PD00353 // EG12386-MONOMER	b2670
EG10034	PM00424	TU0-6441	TU0-6441	CPLX0-7541 // PD00353	b2697
EG30008		TU0-45165 // TU0-14486 // TU0-1181	TU0-45165 // TU0-14486 // TU0-1181	MONOMER0-155 // CPLX0-7705	b3853
EG30009		TU0-45227 // TU0-1192 // TU0-1191	TU0-45227 // TU0-1192 // TU0-1191	PD00288 // MONOMER0-155 // CPLX0-7705	b3276
EG30010		TU0-45269 // TU0-1190 // TU0-1189	TU0-45269 // TU0-1190 // TU0-1189	PD00288 // MONOMER0-155 // CPLX0-7705	b0203
EG30011	PM00669	TU00514	TU00514	CPLX0-7705	b2397
EG30012		TU00514	TU00514	CPLX0-7705	b2396
EG10035	PM324	TU102	TU102	PD00406 // PD04418 // PD00365 // MONOMER0-160 // CPLX0-7797 // CPLX0-226 // PHOSPHO-ARCA	b1415
EG12292	PM00187	TU00138	TU00138	CPLX0-7705 // CPLX0-226	b3588
EG11222	PM0-46543 // PM00002	TU0-45243 // TU00002	TU0-45243 // TU00002	PD00230	b2068
EG10037	PM00135	TU0-45248 // TU00072 // TU00073	TU0-45248 // TU00072 // TU00073	PD00230	b2212
G6275	PM0-7981	TU0-7601	TU0-7601	CPLX0-8071	b0505
G6281	PM0-46421 // PM0-46420 // PM0-46419	TU0-44198 // TU0-44197 // TU0-44196 // TU0-7603	TU0-44198 // TU0-44197 // TU0-44196 // TU0-7603	CPLX0-8071 // G7072-MONOMER	b0512
G6285		TU0-7622	TU0-7622	MONOMER0-2221	b0516
G6286	PM0-8002	TU0-7622	TU0-7622	MONOMER0-2221	b0517
G6284		TU0-7622	TU0-7622	MONOMER0-2221	b0515
G6276	PM0-9309	TU0-8873	TU0-8873	G7072-MONOMER	b0506
G6274	PM0-7982	TU0-7602	TU0-7602	CPLX0-8071	b0504
G0-17106					b4831
EG12112		TU0-13689	TU0-13689		b2624
EG10001	PM0-10179 // PM0-10178	TU0-14670 // TU0-14120	TU0-14670 // TU0-14120		b4053
EG11959		TU0-14547 // TU0-4504 // TU0-4502	TU0-14547 // TU0-4504 // TU0-4502	G7821-MONOMER	b4087
EG12458	PM0-9830	TU0-14547 // TU0-4504 // TU0-4502	TU0-14547 // TU0-4504 // TU0-4502	G7821-MONOMER	b4088
EG11958		TU0-14547 // TU0-4504 // TU0-4502	TU0-14547 // TU0-4504 // TU0-4502	G7821-MONOMER	b4086
EG11957		TU0-14547 // TU0-4504 // TU0-4502	TU0-14547 // TU0-4504 // TU0-4502	G7821-MONOMER	b4085
EG11956		TU0-14293	TU0-14293		b4084
G7821	PM0-4744 // PM0-4742	TU0-4504 // TU0-4502	TU0-4504 // TU0-4502	G7821-MONOMER	b4089
G7607		TU0-13859	TU0-13859		b3088
EG11823	PM0-2921	TU0-2741	TU0-2741	PC00027	b2435
EG11363		TU0-14759 // TU802 // TU801 // TU00236	TU0-14759 // TU802 // TU801 // TU00236	G7072-MONOMER	b4169
G7458		TU0-8767	TU0-8767	PD00353	b2817
G6452		TU0-13073	TU0-13073	G7072-MONOMER	b0867
EG10039	PM00391	TU0-6422	TU0-6422	PHOSPHO-PHOB // G7072-MONOMER	b1982
EG10040	PM00501	TU243	TU243	MONOMER0-4536	b4150
EG10041	PM0-36222	TU00237	TU00237	CPLX0-226 // G7072-MONOMER	b0110
EG10042		TU00237	TU00237	CPLX0-226 // G7072-MONOMER	b0111
EG12183		TU0-42605 // TU0-12926	TU0-42605 // TU0-12926		b0433
EG12867	PM0-9973 // PM0-9972	TU0-14612 // TU0-8768	TU0-14612 // TU0-8768		b0376
EG11821		TU587	TU587	CPLX0-7639 // CPLX0-7797 // PROTEIN-NRIP // EG12243-MONOMER // PD00353	b0451
EG11387	PM0-7803	TU0-7461	TU0-7461		b1927
G6880		TU0-13355	TU0-13355		b1640
EG10045		TU00238	TU00238		b1767
EG10046	PM00430 // PM00103	TU0-6569 // TU00075	TU0-6569 // TU00075	CPLX0-7705 // CPLX0-7797 // CPLX0-226 // G7072-MONOMER // PD00353	b2957
G6764	PM0-8528 // PM0-8527	TU0-8148 // TU0-8147	TU0-8148 // TU0-8147	G7072-MONOMER	b1453
EG10047	PM0-5442	TU0-5202 // TU0-5201 // TU0-5186 // TU00362	TU0-5202 // TU0-5201 // TU0-5186 // TU00362	CPLX0-7705 // EG12386-MONOMER	b0050
EG10048		TU0-5202 // TU0-5201 // TU0-5186 // TU00362	TU0-5202 // TU0-5201 // TU0-5186 // TU00362	CPLX0-7705 // EG12386-MONOMER	b0049
EG11934		TU0-14121	TU0-14121	PD00353	b4055
EG10049	PM00616	TU0-45265 // TU00461 // TU00097	TU0-45265 // TU00461 // TU00097	G6789-MONOMER // PD00967 // PHOSPHO-ARCA	b0980
EG11379		TU0-45265 // TU00097	TU0-45265 // TU00097	G6789-MONOMER // PD00967 // PHOSPHO-ARCA	b0979
EG11380	PM0-46567 // PM00138	TU0-45265 // TU00097	TU0-45265 // TU00097	G6789-MONOMER // PD00967 // PHOSPHO-ARCA	b0978
G0-10588		TU0-45265 // TU00097	TU0-45265 // TU00097	G6789-MONOMER // PD00967 // PHOSPHO-ARCA	b4592
EG10050	PM0-46448 // PM0-46131 // PM0-8915	TU0-45143 // TU0-42454 // TU0-8479	TU0-45143 // TU0-42454 // TU0-8479	PHOSPHO-ARCA // PHOSPHO-DPIA // PD00288	b0564
EG10051	PM0-9608	TU0-12947	TU0-12947	EG12386-MONOMER	b0469
EG13270		TU0-1106	TU0-1106		b0875
EG10052		TU00214	TU00214	PC00003 // CPLX0-226 // CPLX-172	b0062
EG10053	PM00003	TU00214	TU00214	PC00003 // CPLX0-226 // CPLX-172	b0063
EG10054	PM00004	TU00003	TU00003	MONOMER0-165 // PC00003 // CPLX0-226 // CPLX-172	b0064
EG10055		TU00214	TU00214	PC00003 // CPLX0-226 // CPLX-172	b0061
EG10056	PM00104 // PM00104	TU0-42571 // TU00076	TU0-42571 // TU00076	CPLX0-226 // CPLX-172 // G7072-MONOMER	b2841
EG10057	PM0-46480 // PM0-46128 // PM00139	TU0-45183 // TU0-42451 // TU00098	TU0-45183 // TU0-42451 // TU00098	CPLX0-226 // CPLX-172 // G7072-MONOMER	b1901
EG10058		TU0-45183 // TU0-42451 // TU00098	TU0-45183 // TU0-42451 // TU00098	CPLX0-226 // CPLX-172 // G7072-MONOMER	b1900
EG10059		TU0-45183 // TU0-42451 // TU00098	TU0-45183 // TU0-42451 // TU00098	CPLX0-226 // CPLX-172 // G7072-MONOMER	b4460
EG10060	PM00140	TU00099	TU00099	CPLX0-226 // CPLX-172	b0396
EG10061	PM435 // PM205 // PM204 // PM202 // PM201 // PM196 // PM195	TU354 // TU352 // TU348 // TU347 // TU346 // TU345 // TU344	TU354 // TU352 // TU348 // TU347 // TU346 // TU345 // TU344	CPLX0-7797 // PHOSPHO-ARCA	b4401
EG10062	PM0-10133	TU0-5621	TU0-5621	PD00353	b3210
G0-8871	PM0-9687	TU0-8517	TU0-8517	PHOSPHO-ARCA	b4450
G0-10465	PM0-45729	TU0-13910	TU0-13910		b4550
EG12354		TU0-12835	TU0-12835	CPLX0-226 // G7072-MONOMER // PD00353	b0191
EG10063	PM0-8908	TU0-8472	TU0-8472	CPLX0-228 // PD00353	b2818
EG10064		TU00004	TU00004	CPLX0-228	b3959
EG10065	PM00005	TU00004	TU00004	CPLX0-228	b3958
EG10066	PM00152	TU00111	TU00111	PHOSPHO-PHOP // CPLX0-228	b3359
EG11286	PM00492 // PM00006	TU0-6886 // TU00226	TU0-6886 // TU00226	CPLX0-228	b3957
EG10067	PM00007	TU00005	TU00005	CPLX0-228	b0273
EG10068	PM0-5741	TU0-5501	TU0-5501	CPLX0-228 // CPLX0-226	b3172
EG11223		TU0-42684 // TU00004	TU0-42684 // TU00004	CPLX0-228	b3960
EG10069	PM00008	TU00006	TU00006	CPLX0-228	b4254
EG11445		TU0-8343	TU0-8343	CPLX0-7797 // G7072-MONOMER	b2918
G0-17012					b4766
EG11159	PM0-9890	TU0-13799	TU0-13799	MONOMER0-155 // CPLX0-7671 // EG12105-MONOMER // G7072-MONOMER	b2923
EG10490	PM0-1501	TU0-1341	TU0-1341	CPLX0-7671 // PHOSPHO-PHOB	b2916
EG30013	PM0-9792	TU0-14512 // TU00515	TU0-14512 // TU00515		b2691
EG10070	PM00442 // PM00009	TU0-3501 // TU00007	TU0-3501 // TU00007	CPLX0-228 // PD00353 // PHOSPHO-ARCA	b3237
EG10071	PM0-45142	TU0-13444	TU0-13444	PD00353	b1876
EG10072	PM0-3781	TU0-3581	TU0-3581	PROTEIN-NRIP // PD00353 // PHOSPHO-ARCA	b2310
EG30014	PM00646	TU00491	TU00491	CPLX0-7705 // G7072-MONOMER	b0536
EG30015		TU00515	TU00515		b2694
EG30016	PM00653	TU00500	TU00500	CPLX0-7705	b2348
EG30017	PM00658	TU00503	TU00503	CPLX0-7705	b3796
EG30018		TU00515	TU00515		b2693
EG30019		TU00515	TU00515		b2692
G6606		TU0-45166 // TU0-42593 // TU0-14762 // TU0-13161	TU0-45166 // TU0-42593 // TU0-14762 // TU0-13161	CPLX0-2781 // PD00365 // G6602-MONOMER	b1166
G7168		TU0-13569	TU0-13569	PHOSPHO-BASR	b2255
G7166		TU0-13569	TU0-13569	PHOSPHO-BASR	b2253
G7167		TU0-13569	TU0-13569	PHOSPHO-BASR	b2254
G7169		TU0-13569	TU0-13569	PHOSPHO-BASR	b2256
G0-10460		TU0-13569	TU0-13569	PHOSPHO-BASR	b4544
G7171		TU0-13569	TU0-13569	PHOSPHO-BASR	b2258
G7170		TU0-13569	TU0-13569	PHOSPHO-BASR	b2257
EG10073		TU00357	TU00357	CPLX0-226 // PD00353	b0908
EG10074		TU873 // TU872	TU873 // TU872	EG12386-MONOMER // CPLX0-228	b3389
EG10075		TU0-13593	TU0-13593	G7072-MONOMER	b2329
EG10076	PM0-46408	TU0-42694 // TU0-13373	TU0-42694 // TU0-13373	G7072-MONOMER	b1693
EG10077		TU0-7281	TU0-7281	G7072-MONOMER // PHOSPHO-HYDG	b3281
EG10078	PM00010	TU00008	TU00008	PD04132 // MONOMER0-162 // G7072-MONOMER	b2601
EG10079	PM00011	TU00009	TU00009	MONOMER0-163 // CPLX0-7748 // PD00353	b0754
EG10080	PM0-9329 // PM00012	TU0-14254 // TU00010	TU0-14254 // TU00010	CPLX-125	b1704
EG10081	PM174 // PM173	TU873 // TU872	TU873 // TU872	EG12386-MONOMER // CPLX0-228	b3390
EG10082	PM0-46322 // PM00013	TU0-42568 // TU00011	TU0-42568 // TU00011	MONOMER0-162 // CPLX-125	b0388
EG10083	PM0-46440	TU0-44218 // TU0-42568 // TU0-14546 // TU00011	TU0-44218 // TU0-42568 // TU0-14546 // TU00011	MONOMER0-162 // CPLX-125	b0390
EG10084	PM741 // PM00014	TU641 // TU00012	TU641 // TU00012	PC00061 // MONOMER0-162 // CPLX0-7797 // EG12386-MONOMER // CPLX0-228	b0112
EG11208		TU0-14106	TU0-14106		b4017
G0-10694	PM0-46494 // PM0-36220	TU0-45194 // TU0-36438	TU0-45194 // TU0-36438		b4704
EG12236		TU00239	TU00239	CPLX0-7734	b3502
EG12237		TU00239	TU00239	CPLX0-7734	b3503
EG12235	PM336	TU00239	TU00239	CPLX0-7734	b3501
EG11625		TU0-14678 // TU0-14677 // TU0-14676 // TU00240	TU0-14678 // TU0-14677 // TU0-14676 // TU00240	PC00005 // PD00353	b0863
EG11628	PM0-8542	TU0-8161	TU0-8161	CPLX0-228	b0860
EG11627		TU0-14678 // TU0-14677 // TU0-14676 // TU00240	TU0-14678 // TU0-14677 // TU0-14676 // TU00240	PC00005 // PD00353	b0861
EG11624	PM0-10203 // PM0-10202 // PM0-10201 // PM0-8541	TU0-14678 // TU0-14677 // TU0-14676 // TU00240	TU0-14678 // TU0-14677 // TU0-14676 // TU00240	PC00005 // PD00353	b0864
EG11626		TU0-14678 // TU0-14677 // TU0-14676 // TU00240	TU0-14678 // TU0-14677 // TU0-14676 // TU00240	PC00005 // PD00353	b0862
EG10085	PM0-46347	TU0-42599 // TU00241	TU0-42599 // TU00241	CPLX0-226 // EG10087-MONOMER // PD00288	b2716
EG10086	PM0-8848	TU00241	TU00241	CPLX0-226 // EG10087-MONOMER // PD00288	b2715
EG10087		TU00242	TU00242	PD00288	b2714
EG10088		TU0-13935	TU0-13935	CPLX0-7669	b3433
EG10089		TU0-8769	TU0-8769		b3801
EG10090	PM0-9299	TU0-8863	TU0-8863	CPLX0-7852 // PD04418	b3800
EG11361		TU0-13500	TU0-13500		b2064
EG10091	PM00153	TU00112	TU00112	CPLX0-7733 // PD00353 // G7072-MONOMER	b3744
EG10092	PM00344	TU0-4929	TU0-4929	EG12243-MONOMER // PD00353	b0674
EG10093	PM00154 // PM00154 // PM00154	TU0-14263 // TU0-14262 // TU00113	TU0-14263 // TU0-14262 // TU00113	CPLX0-7733 // G7072-MONOMER	b3743
EG10094	PM0-10009	TU0-13093	TU0-13093		b0930
EG30020	PM00649	TU00497	TU00497	G7072-MONOMER	b1977
EG30021	PM00650	TU00498	TU00498		b1986
EG30022	PM00651	TU00499	TU00499	G7072-MONOMER	b1989
G7069		TU0-3561	TU0-3561		b1984
EG10095	PM00220 // PM00220	TU0-6021 // TU00160	TU0-6021 // TU00160	PHOSPHO-ARCA // CPLX0-7721 // PHOSPHO-NARL // CPLX0-7797 // CPLX0-226 // PD00353	b4139
EG10096	PM00356	TU0-6482	TU0-6482	CPLX0-7797 // CPLX0-7639 // PD00353	b0928
EG10097	PM0-10067 // PM0-8464	TU0-14634 // TU0-8084	TU0-14634 // TU0-8084	PD00353	b1866
EG30023		TU0-14370	TU0-14370		b3760
EG30024	PM0-9770	TU0-14372	TU0-14372		b0206
EG30025	PM00644	TU00489	TU00489	CPLX0-7705	b0216
G0-17100	PM0-46321	TU0-52570	TU0-52570		b4825
G6855	PM0-46579 // PM0-1881	TU0-45276 // TU0-1701	TU0-45276 // TU0-1701	CPLX0-8597 // PD00288 // PHOSPHO-RSTA // PHOSPHO-PHOB	b1597
G6943		TU0-1004 // TU0-1003 // TU0-1002	TU0-1004 // TU0-1003 // TU0-1002	PROTEIN-NRIP // CPLX0-228 // PD04418 // PD00353	b1747
G6941		TU0-1004 // TU0-1003 // TU0-1002	TU0-1004 // TU0-1003 // TU0-1002	PROTEIN-NRIP // CPLX0-228 // PD04418 // PD00353	b1745
G6944	PM0-1164 // PM0-1163 // PM0-1162	TU0-1004 // TU0-1003 // TU0-1002	TU0-1004 // TU0-1003 // TU0-1002	PROTEIN-NRIP // CPLX0-228 // PD04418 // PD00353	b1748
G6942		TU0-1004 // TU0-1003 // TU0-1002	TU0-1004 // TU0-1003 // TU0-1002	PROTEIN-NRIP // CPLX0-228 // PD04418 // PD00353	b1746
G6940		TU0-1004 // TU0-1003 // TU0-1002	TU0-1004 // TU0-1003 // TU0-1002	PROTEIN-NRIP // CPLX0-228 // PD04418 // PD00353	b1744
EG11670		TU00114	TU00114	PC00027 // PHOSPHO-ATOC	b2222
EG11672		TU00114	TU00114	PC00027 // PHOSPHO-ATOC	b2224
EG11668		TU0-13562	TU0-13562		b2220
EG11669	PM00155	TU00114	TU00114	PC00027 // PHOSPHO-ATOC	b2221
EG11671		TU00114	TU00114	PC00027 // PHOSPHO-ATOC	b2223
EG11667		TU0-13562	TU0-13562		b2219
EG10098		TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3734
EG10099	PM00471 // PM00472	TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3738
EG10100		TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3731
EG10101		TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3732
EG10102		TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3737
EG10103		TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3736
EG10104		TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3733
EG10105		TU0-6636 // TU0-6635 // TU00243	TU0-6636 // TU0-6635 // TU00243	PD00353	b3735
EG10106	PM00473	TU00243	TU00243	PD00353	b3739
EG10107	PM0-10149	TU0-13984	TU0-13984	MONOMER0-155 // PD00353	b3572
G6731	PM0-46157	TU0-42461	TU0-42461		b1412
G0-10653	PM0-10449	TU0-14767	TU0-14767	CPLX0-226	b4663
G0-17112					b4836
EG11665	PM0-3625	TU0-3425	TU0-3425	CPLX0-7748	b3057
EG11618		TU0-7881 // TU00244	TU0-7881 // TU00244	PHOSPHO-BAER // CPLX0-7748 // PD04418 // EG12386-MONOMER	b2079
EG11617		TU0-7881 // TU00244	TU0-7881 // TU00244	PHOSPHO-BAER // CPLX0-7748 // PD04418 // EG12386-MONOMER	b2078
G6093	PM0-8756 // PM0-4444	TU0-8373 // TU0-4204	TU0-8373 // TU0-4204		b0177
G7320	PM-8768	TU-8385	TU-8385		b2512
EG10658	PM0-4401	TU0-4161 // TU00256	TU0-4161 // TU00256		b2477
G7352	PM-8774 // PM0-4461	TU-8391 // TU0-4221	TU-8391 // TU0-4221		b2595
EG10952	PM0-3623	TU0-3423	TU0-3423	CPLX0-7756 // CPLX0-7748	b2617
EG11367		TU0-8337	TU0-8337		b2786
EG11615		TU00245	TU00245		b4113
EG11614		TU00245	TU00245		b4112
EG11360		TU0-14231	TU0-14231		b3570
G0-17040					b4794
EG10108	PM325	TU0-6483	TU0-6483		b2480
EG11419		TU0-13554	TU0-13554		b2182
EG12260		TU0-8365	TU0-8365		b3533
EG12259	PM0-8735	TU0-8365 // TU0-8354	TU0-8365 // TU0-8354	CPLX0-7797	b3532
EG12257		TU0-8365	TU0-8365		b3530
EG12263	PM0-46353	TU0-13972	TU0-13972		b3536
EG12264		TU0-13972	TU0-13972		b3537
EG12265		TU0-13972	TU0-13972		b3538
EG12258		TU0-8365 // TU0-8354	TU0-8365 // TU0-8354	CPLX0-7797	b3531
G7880	PM0-10435	TU0-14171	TU0-14171	CPLX0-7756 // EG12386-MONOMER	b4249
G7882		TU0-14172	TU0-14172	EG12386-MONOMER	b4251
G6776	PM0-7481	TU0-7141	TU0-7141	PHOSPHO-RCSB	b1481
G6595		TU0-13151	TU0-13151		b1151
G7311	PM0-10096 // PM-8767	TU0-14645 // TU-8384	TU0-14645 // TU-8384		b2494
EG10109		TU00115	TU00115	PC00061 // PD00251 // PHOSPHO-ARCA	b0311
EG10110		TU00115	TU00115	PC00061 // PD00251 // PHOSPHO-ARCA	b0312
EG10111	PM00156	TU00115	TU00115	PC00061 // PD00251 // PHOSPHO-ARCA	b0313
EG10112	PM00157	TU00116	TU00116	PC00061 // PD00251 // PHOSPHO-ARCA	b0314
EG11181		TU0-13914	TU0-13914	G7072-MONOMER	b3337
EG10113		TU0-13914	TU0-13914	G7072-MONOMER	b3336
G495		TU-8439	TU-8439		b2901
EG10114		TU0-4802	TU0-4802	EG11554-MONOMER // CPLX0-7916 // PD00519 // CPLX0-7705 // PD00288 // CPLX0-226 // G7072-MONOMER	b3721
EG10115		TU0-4802	TU0-4802	EG11554-MONOMER // CPLX0-7916 // PD00519 // CPLX0-7705 // PD00288 // CPLX0-226 // G7072-MONOMER	b3722
EG10116	PM0-46317 // PM0-5042 // PM0-5042	TU0-42564 // TU0-42515 // TU0-4802	TU0-42564 // TU0-42515 // TU0-4802	EG11554-MONOMER // CPLX0-7916 // PD00519 // CPLX0-7705 // PD00288 // CPLX0-226 // G7072-MONOMER	b3723
EG11364		TU0-14028	TU0-14028	G7072-MONOMER	b3720
G7948		TU0-14571	TU0-14571	PD00288 // PD00519 // EG12386-MONOMER	b4366
