Cell Barcode	UMAP-1	UMAP-2
D1_lib4_bc1_19_bc2_66_bc3_54	5.7850385	-2.8600502
D1_lib4_bc1_19_bc2_67_bc3_22	6.1450324	-2.4839857
D1_lib4_bc1_19_bc2_67_bc3_53	-6.303322	3.122592
D1_lib4_bc1_19_bc2_67_bc3_78	3.5934901	0.46036386
D1_lib4_bc1_19_bc2_68_bc3_22	-3.542048	-4.631452
D1_lib4_bc1_19_bc2_68_bc3_27	-0.55059147	5.334443
D1_lib4_bc1_19_bc2_68_bc3_65	5.594976	4.234003
D1_lib4_bc1_19_bc2_68_bc3_89	6.345098	-0.8328128
D1_lib4_bc1_19_bc2_69_bc3_52	6.9027066	0.8133292
D1_lib4_bc1_19_bc2_69_bc3_61	-3.5003896	2.5597801
D1_lib4_bc1_19_bc2_69_bc3_75	-6.414813	-0.19214725
D1_lib4_bc1_19_bc2_6_bc3_2	4.4822135	1.339047
D1_lib4_bc1_19_bc2_70_bc3_43	1.0561624	-4.9722767
D1_lib4_bc1_19_bc2_70_bc3_80	4.538137	-5.690283
D1_lib4_bc1_19_bc2_72_bc3_14	3.4440408	0.9506335
D1_lib4_bc1_19_bc2_72_bc3_17	-5.530334	-1.8156288
D1_lib4_bc1_19_bc2_72_bc3_86	-1.7335811	4.2877264
D1_lib4_bc1_19_bc2_73_bc3_40	-3.9136667	5.3693542
D1_lib4_bc1_19_bc2_74_bc3_30	-1.7580538	-4.921288
D1_lib4_bc1_19_bc2_74_bc3_77	0.4458375	3.9167948
D1_lib4_bc1_19_bc2_75_bc3_40	2.1976614	-6.0163817
D1_lib4_bc1_19_bc2_75_bc3_91	-4.41256	3.579133
D1_lib4_bc1_19_bc2_76_bc3_42	1.0670042	4.4328346
D1_lib4_bc1_19_bc2_76_bc3_46	5.867357	0.86272526
D1_lib4_bc1_19_bc2_76_bc3_88	-2.6660476	-4.1270895
D1_lib4_bc1_19_bc2_76_bc3_90	5.5000577	-0.3593998
D1_lib4_bc1_19_bc2_76_bc3_94	-0.54674864	4.406376
D1_lib4_bc1_19_bc2_77_bc3_17	0.14049244	4.9799385
D1_lib4_bc1_19_bc2_78_bc3_78	-3.9621167	-5.4242673
D1_lib4_bc1_19_bc2_79_bc3_88	-1.398834	4.04286
D1_lib4_bc1_19_bc2_7_bc3_14	5.600641	-0.35672474
D1_lib4_bc1_19_bc2_7_bc3_38	4.8692594	-5.7455726
D1_lib4_bc1_19_bc2_7_bc3_56	2.8784175	2.2044425
D1_lib4_bc1_19_bc2_80_bc3_29	-0.4619031	3.598158
D1_lib4_bc1_19_bc2_82_bc3_55	1.2866564	-4.225075
D1_lib4_bc1_19_bc2_83_bc3_52	4.2245355	-0.4093461
D1_lib4_bc1_19_bc2_83_bc3_6	-5.4199314	-1.4587812
D1_lib4_bc1_19_bc2_83_bc3_78	3.5008626	1.8215389
D1_lib4_bc1_19_bc2_84_bc3_17	6.4225497	2.209632
D1_lib4_bc1_19_bc2_85_bc3_6	-5.404447	0.79079914
D1_lib4_bc1_19_bc2_86_bc3_54	-3.9995377	-1.9855189
D1_lib4_bc1_19_bc2_87_bc3_16	-2.7641714	4.7159863
D1_lib4_bc1_19_bc2_87_bc3_24	2.7809167	2.013894
D1_lib4_bc1_19_bc2_87_bc3_79	-6.381144	0.34090757
D1_lib4_bc1_19_bc2_88_bc3_47	4.867575	-1.7522142
D1_lib4_bc1_19_bc2_88_bc3_52	3.3924766	-2.1509645
D1_lib4_bc1_19_bc2_89_bc3_65	5.120785	-2.3220196
D1_lib4_bc1_19_bc2_89_bc3_94	-2.7777998	4.7746553
D1_lib4_bc1_19_bc2_8_bc3_45	-4.385474	2.8281012
D1_lib4_bc1_19_bc2_8_bc3_94	0.22725105	3.443634
D1_lib4_bc1_19_bc2_90_bc3_4	-4.6381764	0.90054893
D1_lib4_bc1_19_bc2_90_bc3_67	-2.449622	3.7631884
D1_lib4_bc1_19_bc2_90_bc3_90	-5.619689	-2.5667865
D1_lib4_bc1_19_bc2_91_bc3_50	-5.0508847	0.040230274
D1_lib4_bc1_19_bc2_91_bc3_66	-5.3852315	-3.0409334
D1_lib4_bc1_19_bc2_91_bc3_69	-3.628968	-5.3009815
D1_lib4_bc1_19_bc2_92_bc3_5	4.2540154	5.0562887
D1_lib4_bc1_19_bc2_94_bc3_22	1.7246084	-6.734908
D1_lib4_bc1_19_bc2_94_bc3_24	-1.6978734	-4.8485093
D1_lib4_bc1_19_bc2_94_bc3_56	3.4130282	4.282295
D1_lib4_bc1_19_bc2_94_bc3_63	-4.2764587	-4.3831053
D1_lib4_bc1_19_bc2_95_bc3_64	-1.2688069	4.313465
D1_lib4_bc1_19_bc2_95_bc3_65	-3.60919	2.7210703
D1_lib4_bc1_19_bc2_9_bc3_18	3.8366628	2.9133596
D1_lib4_bc1_19_bc2_9_bc3_39	-4.984482	3.2117262
D1_lib4_bc1_1_bc2_11_bc3_17	-4.1264334	-4.395027
D1_lib4_bc1_1_bc2_11_bc3_19	2.7500434	-5.1978736
D1_lib4_bc1_1_bc2_12_bc3_80	-4.8445606	-4.340358
D1_lib4_bc1_1_bc2_14_bc3_22	-3.0946305	-5.8755703
D1_lib4_bc1_1_bc2_14_bc3_41	-5.1859694	2.893508
D1_lib4_bc1_1_bc2_14_bc3_69	-2.0240688	-5.349325
D1_lib4_bc1_1_bc2_15_bc3_12	3.9267535	-6.144819
D1_lib4_bc1_1_bc2_15_bc3_54	-1.5757864	-6.52439
D1_lib4_bc1_1_bc2_15_bc3_78	-3.3596036	2.0010219
D1_lib4_bc1_1_bc2_16_bc3_34	-6.2200065	-2.0035655
D1_lib4_bc1_1_bc2_16_bc3_51	-1.9095156	-6.4019175
D1_lib4_bc1_1_bc2_17_bc3_65	4.5432096	-5.021663
D1_lib4_bc1_1_bc2_17_bc3_77	3.6705499	-5.7036
D1_lib4_bc1_1_bc2_18_bc3_45	-6.205334	-0.44385147
D1_lib4_bc1_1_bc2_19_bc3_47	-1.626307	-7.010846
D1_lib4_bc1_1_bc2_19_bc3_91	-2.3739126	5.937997
D1_lib4_bc1_1_bc2_1_bc3_43	0.13379574	-7.193838
D1_lib4_bc1_1_bc2_1_bc3_73	4.77019	4.4002676
D1_lib4_bc1_1_bc2_1_bc3_93	6.55905	-0.5659275
D1_lib4_bc1_1_bc2_20_bc3_42	-2.1784413	-5.656243
D1_lib4_bc1_1_bc2_22_bc3_16	2.7520308	-4.4393606
D1_lib4_bc1_1_bc2_22_bc3_18	4.080567	2.4396544
D1_lib4_bc1_1_bc2_22_bc3_50	4.1142087	-0.47686195
D1_lib4_bc1_1_bc2_22_bc3_78	-5.9703283	0.955287
D1_lib4_bc1_1_bc2_23_bc3_44	1.1285839	4.0365973
D1_lib4_bc1_1_bc2_23_bc3_75	3.952124	-5.591909
D1_lib4_bc1_1_bc2_23_bc3_96	0.4831338	-7.1982183
D1_lib4_bc1_1_bc2_24_bc3_20	-3.686483	2.5076666
D1_lib4_bc1_1_bc2_24_bc3_31	4.143207	3.0108395
D1_lib4_bc1_1_bc2_24_bc3_5	-5.175982	-2.5970967
D1_lib4_bc1_1_bc2_25_bc3_22	4.227056	3.931882
D1_lib4_bc1_1_bc2_25_bc3_34	-6.7458253	0.20859623
D1_lib4_bc1_1_bc2_25_bc3_42	-2.6436844	-5.9856496
D1_lib4_bc1_1_bc2_25_bc3_64	-1.2303329	5.4030046
D1_lib4_bc1_1_bc2_26_bc3_26	-5.842106	-3.4101741
D1_lib4_bc1_1_bc2_26_bc3_30	-4.9161997	-0.59037256
D1_lib4_bc1_1_bc2_26_bc3_33	4.9034247	4.5200167
D1_lib4_bc1_1_bc2_26_bc3_69	5.028807	-2.331036
D1_lib4_bc1_1_bc2_27_bc3_36	-6.50481	0.61952543
D1_lib4_bc1_1_bc2_27_bc3_38	-0.8822508	2.2906008
D1_lib4_bc1_1_bc2_27_bc3_77	3.2387233	1.2443857
D1_lib4_bc1_1_bc2_28_bc3_42	-2.0709624	-6.1757126
D1_lib4_bc1_1_bc2_29_bc3_93	-5.94679	-0.07214928
D1_lib4_bc1_1_bc2_2_bc3_23	1.0986986	-6.0959888
D1_lib4_bc1_1_bc2_2_bc3_29	-3.455081	2.3166885
D1_lib4_bc1_1_bc2_2_bc3_77	5.035851	-1.9425666
D1_lib4_bc1_1_bc2_30_bc3_4	-6.3644624	-2.1845837
D1_lib4_bc1_1_bc2_30_bc3_44	5.6985517	-3.5992358
D1_lib4_bc1_1_bc2_31_bc3_68	3.1456084	-3.3097236
D1_lib4_bc1_1_bc2_31_bc3_88	4.104588	-3.1045294
D1_lib4_bc1_1_bc2_31_bc3_96	5.450353	0.6629405
D1_lib4_bc1_1_bc2_32_bc3_80	-3.585329	-2.0543628
D1_lib4_bc1_1_bc2_33_bc3_63	2.8389325	-0.24161148
D1_lib4_bc1_1_bc2_34_bc3_18	4.6675954	-3.8102796
D1_lib4_bc1_1_bc2_35_bc3_72	-1.9456258	-6.816085
D1_lib4_bc1_1_bc2_36_bc3_34	2.4041533	-6.0673532
D1_lib4_bc1_1_bc2_36_bc3_82	-1.5515437	4.632596
D1_lib4_bc1_1_bc2_37_bc3_54	0.928144	7.034459
D1_lib4_bc1_1_bc2_38_bc3_30	5.522552	3.6534395
D1_lib4_bc1_1_bc2_38_bc3_81	1.0562797	-5.73769
D1_lib4_bc1_1_bc2_39_bc3_35	5.1558003	-4.855986
D1_lib4_bc1_1_bc2_39_bc3_52	1.774415	4.948846
D1_lib4_bc1_1_bc2_3_bc3_45	2.8763566	-5.794235
D1_lib4_bc1_1_bc2_3_bc3_80	-3.4208503	-2.7009025
D1_lib4_bc1_1_bc2_3_bc3_9	-4.6828804	-3.2798436
D1_lib4_bc1_1_bc2_40_bc3_42	-1.4779987	3.1760778
D1_lib4_bc1_1_bc2_40_bc3_89	-4.3150997	5.0555477
D1_lib4_bc1_1_bc2_41_bc3_71	-0.54922104	-5.6167717
D1_lib4_bc1_1_bc2_42_bc3_19	0.69497585	-6.7737756
D1_lib4_bc1_1_bc2_42_bc3_29	-4.3383226	-4.9707975
D1_lib4_bc1_1_bc2_42_bc3_60	3.2076735	1.5889931
D1_lib4_bc1_1_bc2_42_bc3_79	5.8557534	2.31532
D1_lib4_bc1_1_bc2_43_bc3_31	-3.3365126	3.9838543
D1_lib4_bc1_1_bc2_44_bc3_34	-3.8498983	-5.298376
D1_lib4_bc1_1_bc2_44_bc3_54	-0.3855157	-3.4487877
D1_lib4_bc1_1_bc2_44_bc3_82	2.142672	5.530553
D1_lib4_bc1_1_bc2_44_bc3_95	3.7060952	3.171317
D1_lib4_bc1_1_bc2_46_bc3_23	6.102656	-1.0670238
D1_lib4_bc1_1_bc2_46_bc3_79	3.2691665	-5.005528
D1_lib4_bc1_1_bc2_47_bc3_12	2.7100453	3.5673752
D1_lib4_bc1_1_bc2_47_bc3_57	5.0693583	3.5046778
D1_lib4_bc1_1_bc2_48_bc3_16	4.540068	-0.70494175
D1_lib4_bc1_1_bc2_48_bc3_18	-7.27777	0.46428442
D1_lib4_bc1_1_bc2_49_bc3_41	-1.134912	-4.7587724
D1_lib4_bc1_1_bc2_4_bc3_43	0.599895	-7.3466663
D1_lib4_bc1_1_bc2_4_bc3_45	2.2658033	3.5667028
D1_lib4_bc1_1_bc2_50_bc3_36	-0.08356762	-6.6572185
D1_lib4_bc1_1_bc2_51_bc3_81	-3.4673185	-5.1925297
D1_lib4_bc1_1_bc2_53_bc3_34	1.8254542	-4.46267
D1_lib4_bc1_1_bc2_53_bc3_54	-0.40759373	4.796274
D1_lib4_bc1_1_bc2_53_bc3_67	2.3402872	4.9342365
D1_lib4_bc1_1_bc2_53_bc3_71	-3.0073252	6.13951
D1_lib4_bc1_1_bc2_53_bc3_78	-4.185113	5.348731
D1_lib4_bc1_1_bc2_55_bc3_57	2.8533216	-6.505441
D1_lib4_bc1_1_bc2_56_bc3_44	-5.944988	3.7677565
D1_lib4_bc1_1_bc2_57_bc3_21	-5.418542	2.520877
D1_lib4_bc1_1_bc2_57_bc3_40	6.4117875	-3.3544848
D1_lib4_bc1_1_bc2_58_bc3_16	-5.184249	4.0422773
D1_lib4_bc1_1_bc2_58_bc3_64	-5.9823847	2.372593
D1_lib4_bc1_1_bc2_58_bc3_70	0.23709393	6.0410986
D1_lib4_bc1_1_bc2_58_bc3_74	-4.6161575	1.0209727
D1_lib4_bc1_1_bc2_59_bc3_15	-2.6524813	5.0452223
D1_lib4_bc1_1_bc2_59_bc3_62	-5.6452246	-1.081501
D1_lib4_bc1_1_bc2_59_bc3_93	6.6850495	-2.2423878
D1_lib4_bc1_1_bc2_5_bc3_29	6.530251	-0.5125189
D1_lib4_bc1_1_bc2_5_bc3_40	-5.0481167	4.5190897
D1_lib4_bc1_1_bc2_60_bc3_42	-2.346085	-6.432609
D1_lib4_bc1_1_bc2_62_bc3_6	-2.8518848	4.2081785
D1_lib4_bc1_1_bc2_63_bc3_20	3.4473376	4.6561813
D1_lib4_bc1_1_bc2_63_bc3_31	4.6920676	2.7228413
D1_lib4_bc1_1_bc2_63_bc3_5	4.2137675	-4.551646
D1_lib4_bc1_1_bc2_63_bc3_6	3.362268	1.631424
D1_lib4_bc1_1_bc2_64_bc3_20	-5.19559	2.8076515
D1_lib4_bc1_1_bc2_64_bc3_78	3.330112	3.8854284
D1_lib4_bc1_1_bc2_64_bc3_87	1.0552945	3.671646
D1_lib4_bc1_1_bc2_66_bc3_28	4.521251	-2.202959
D1_lib4_bc1_1_bc2_67_bc3_27	-6.8794856	0.016181946
D1_lib4_bc1_1_bc2_67_bc3_54	-0.38371086	-6.7055907
D1_lib4_bc1_1_bc2_67_bc3_6	-1.6859424	-6.4184
D1_lib4_bc1_1_bc2_67_bc3_79	-4.9648404	2.8248978
D1_lib4_bc1_1_bc2_68_bc3_23	0.99540997	-7.1025257
D1_lib4_bc1_1_bc2_68_bc3_57	3.5682178	-2.5348032
D1_lib4_bc1_1_bc2_68_bc3_7	-3.625102	-2.5619526
D1_lib4_bc1_1_bc2_69_bc3_12	-3.9662848	3.2836761
D1_lib4_bc1_1_bc2_69_bc3_36	-6.6402903	-0.10098696
D1_lib4_bc1_1_bc2_69_bc3_41	-5.5425787	-0.70984554
D1_lib4_bc1_1_bc2_69_bc3_81	-6.428461	-1.1359568
D1_lib4_bc1_1_bc2_69_bc3_93	0.47647238	-4.728512
D1_lib4_bc1_1_bc2_6_bc3_42	-3.85175	3.7179022
D1_lib4_bc1_1_bc2_70_bc3_77	-3.8966982	-2.2995763
D1_lib4_bc1_1_bc2_72_bc3_14	4.950772	1.2965045
D1_lib4_bc1_1_bc2_72_bc3_71	4.5049405	3.6747103
D1_lib4_bc1_1_bc2_73_bc3_10	5.4460225	1.9783721
D1_lib4_bc1_1_bc2_76_bc3_57	3.6839976	3.1552038
D1_lib4_bc1_1_bc2_77_bc3_1	-2.1869981	-3.253175
D1_lib4_bc1_1_bc2_77_bc3_2	1.8715525	-6.1400385
D1_lib4_bc1_1_bc2_79_bc3_39	-1.4345219	-4.512974
D1_lib4_bc1_1_bc2_79_bc3_43	-2.321437	-6.1453185
D1_lib4_bc1_1_bc2_79_bc3_66	-0.24037266	6.235078
D1_lib4_bc1_1_bc2_7_bc3_14	-5.4912915	-0.26196575
D1_lib4_bc1_1_bc2_7_bc3_54	-4.919071	-4.404273
D1_lib4_bc1_1_bc2_7_bc3_91	-2.1628683	-5.987585
D1_lib4_bc1_1_bc2_80_bc3_79	-2.4409304	4.0168276
D1_lib4_bc1_1_bc2_80_bc3_96	3.9256196	4.4405003
D1_lib4_bc1_1_bc2_81_bc3_93	-5.7949142	-3.5096703
D1_lib4_bc1_1_bc2_82_bc3_6	1.7740684	3.6124659
D1_lib4_bc1_1_bc2_82_bc3_9	3.939858	0.08751774
D1_lib4_bc1_1_bc2_83_bc3_77	-2.2950835	-5.924843
D1_lib4_bc1_1_bc2_84_bc3_75	-5.293207	-0.57849646
D1_lib4_bc1_1_bc2_85_bc3_14	5.615396	-0.5954337
D1_lib4_bc1_1_bc2_85_bc3_45	4.0526166	2.271398
D1_lib4_bc1_1_bc2_85_bc3_91	-5.0923553	-0.09742689
D1_lib4_bc1_1_bc2_85_bc3_95	3.67732	-0.6203065
D1_lib4_bc1_1_bc2_86_bc3_40	-5.3303046	-3.6984038
D1_lib4_bc1_1_bc2_87_bc3_45	3.7524123	4.4189577
D1_lib4_bc1_1_bc2_88_bc3_27	5.3519044	-0.18767786
D1_lib4_bc1_1_bc2_88_bc3_34	-1.1011868	-4.4399624
D1_lib4_bc1_1_bc2_89_bc3_2	1.398375	5.9054546
D1_lib4_bc1_1_bc2_89_bc3_54	4.4987216	-5.068962
D1_lib4_bc1_1_bc2_90_bc3_33	-5.9002376	-1.089416
D1_lib4_bc1_1_bc2_90_bc3_39	4.3026977	-3.4790251
D1_lib4_bc1_1_bc2_90_bc3_47	-1.7980874	-6.1261225
D1_lib4_bc1_1_bc2_91_bc3_90	4.7389607	3.8713875
D1_lib4_bc1_1_bc2_92_bc3_53	-5.965596	-3.0743423
D1_lib4_bc1_1_bc2_92_bc3_61	-6.9186697	0.21769905
D1_lib4_bc1_1_bc2_92_bc3_63	-2.9509885	-4.877275
D1_lib4_bc1_1_bc2_92_bc3_73	-0.16685629	7.2225323
D1_lib4_bc1_1_bc2_93_bc3_56	-5.555272	-3.5641809
D1_lib4_bc1_1_bc2_93_bc3_75	-4.522794	2.123845
D1_lib4_bc1_1_bc2_93_bc3_93	2.3201604	0.35667276
D1_lib4_bc1_1_bc2_95_bc3_33	-6.274659	-1.8033855
D1_lib4_bc1_1_bc2_95_bc3_44	-2.22277	-5.184431
D1_lib4_bc1_1_bc2_95_bc3_90	-5.55803	0.37213326
D1_lib4_bc1_1_bc2_9_bc3_15	-5.074905	-4.4508677
D1_lib4_bc1_20_bc2_10_bc3_39	-4.9181023	3.2598495
D1_lib4_bc1_20_bc2_10_bc3_7	-0.6008043	5.8931236
D1_lib4_bc1_20_bc2_10_bc3_83	-3.3844004	-3.9114435
D1_lib4_bc1_20_bc2_10_bc3_88	3.0023284	-3.3760233
D1_lib4_bc1_20_bc2_10_bc3_89	-5.736929	3.0885715
D1_lib4_bc1_20_bc2_11_bc3_10	5.45684	2.9476929
D1_lib4_bc1_20_bc2_11_bc3_13	-5.1881294	2.5165625
D1_lib4_bc1_20_bc2_12_bc3_47	-4.1851854	4.4092627
D1_lib4_bc1_20_bc2_14_bc3_28	-5.194942	0.5150132
D1_lib4_bc1_20_bc2_15_bc3_23	3.6765437	1.4590807
D1_lib4_bc1_20_bc2_15_bc3_66	-5.1801944	-1.6490703
D1_lib4_bc1_20_bc2_15_bc3_80	-5.2854238	-1.1853814
D1_lib4_bc1_20_bc2_15_bc3_87	3.9150214	-3.2759168
D1_lib4_bc1_20_bc2_15_bc3_95	-3.753065	-3.3559775
D1_lib4_bc1_20_bc2_16_bc3_10	4.355682	0.43012905
D1_lib4_bc1_20_bc2_17_bc3_28	2.9562697	-5.1527677
D1_lib4_bc1_20_bc2_17_bc3_86	-0.38554144	6.990176
D1_lib4_bc1_20_bc2_18_bc3_4	4.65363	-3.9174123
D1_lib4_bc1_20_bc2_18_bc3_89	3.7627788	-3.0598092
D1_lib4_bc1_20_bc2_19_bc3_35	-2.7402732	5.8386564
D1_lib4_bc1_20_bc2_19_bc3_4	-0.026206017	6.482794
D1_lib4_bc1_20_bc2_1_bc3_52	3.0749478	-3.331126
D1_lib4_bc1_20_bc2_20_bc3_63	4.0266175	0.001871109
D1_lib4_bc1_20_bc2_20_bc3_68	4.598311	-0.1377778
D1_lib4_bc1_20_bc2_20_bc3_93	-1.2350597	-4.93791
D1_lib4_bc1_20_bc2_20_bc3_96	-5.165903	2.6616564
D1_lib4_bc1_20_bc2_21_bc3_20	0.057082176	-6.5345545
D1_lib4_bc1_20_bc2_21_bc3_28	4.0771317	1.3251815
D1_lib4_bc1_20_bc2_21_bc3_63	-5.722034	2.9545746
D1_lib4_bc1_20_bc2_21_bc3_78	5.1746764	2.6888332
D1_lib4_bc1_20_bc2_21_bc3_84	3.5563369	0.20134497
D1_lib4_bc1_20_bc2_21_bc3_85	4.427235	-5.247352
D1_lib4_bc1_20_bc2_23_bc3_35	4.3470826	-1.0334058
D1_lib4_bc1_20_bc2_23_bc3_71	4.0079007	-4.024928
D1_lib4_bc1_20_bc2_23_bc3_88	-4.6453905	-0.6172633
D1_lib4_bc1_20_bc2_25_bc3_18	5.2226567	2.698557
D1_lib4_bc1_20_bc2_26_bc3_46	-5.650579	-1.9005339
D1_lib4_bc1_20_bc2_26_bc3_7	-2.8086827	-3.4751337
D1_lib4_bc1_20_bc2_26_bc3_9	-7.1749344	0.67020226
D1_lib4_bc1_20_bc2_27_bc3_17	-3.6455157	-3.013779
D1_lib4_bc1_20_bc2_27_bc3_8	3.0627055	-6.0347033
D1_lib4_bc1_20_bc2_28_bc3_19	1.3595757	3.8783731
D1_lib4_bc1_20_bc2_28_bc3_42	-5.280931	4.0445967
D1_lib4_bc1_20_bc2_28_bc3_89	-5.238491	2.7397146
D1_lib4_bc1_20_bc2_29_bc3_39	3.7560344	-2.6904798
D1_lib4_bc1_20_bc2_29_bc3_42	-6.7462606	0.89508057
D1_lib4_bc1_20_bc2_29_bc3_43	-5.143187	3.9129572
D1_lib4_bc1_20_bc2_2_bc3_23	-3.448022	-3.1817455
D1_lib4_bc1_20_bc2_30_bc3_18	-0.89674664	5.9245214
D1_lib4_bc1_20_bc2_30_bc3_94	-4.6353264	-2.916615
D1_lib4_bc1_20_bc2_31_bc3_78	3.7488456	2.3826075
D1_lib4_bc1_20_bc2_32_bc3_84	-3.2894628	3.4536486
D1_lib4_bc1_20_bc2_33_bc3_42	-3.3327506	5.047003
D1_lib4_bc1_20_bc2_33_bc3_82	-5.4481497	0.8475499
D1_lib4_bc1_20_bc2_34_bc3_4	5.9970584	2.586711
D1_lib4_bc1_20_bc2_34_bc3_68	5.586146	1.7849069
D1_lib4_bc1_20_bc2_34_bc3_76	3.795179	-3.653477
D1_lib4_bc1_20_bc2_34_bc3_94	-5.602133	1.3651581
D1_lib4_bc1_20_bc2_35_bc3_18	-0.6397896	7.1022415
D1_lib4_bc1_20_bc2_35_bc3_27	5.2213626	-2.3626904
D1_lib4_bc1_20_bc2_35_bc3_40	3.3228269	-0.81482077
D1_lib4_bc1_20_bc2_36_bc3_20	-0.20357227	-5.6446157
D1_lib4_bc1_20_bc2_36_bc3_44	-3.886272	-2.444195
D1_lib4_bc1_20_bc2_36_bc3_46	1.8561282	6.53172
D1_lib4_bc1_20_bc2_36_bc3_48	-5.394517	3.3356104
D1_lib4_bc1_20_bc2_36_bc3_74	-2.8953924	-3.4320443
D1_lib4_bc1_20_bc2_37_bc3_26	-0.045680523	4.803438
D1_lib4_bc1_20_bc2_38_bc3_3	-0.028390408	-7.3242908
D1_lib4_bc1_20_bc2_38_bc3_30	3.403665	3.5988417
D1_lib4_bc1_20_bc2_38_bc3_81	6.349379	-2.5400856
D1_lib4_bc1_20_bc2_39_bc3_28	6.343783	2.1830702
D1_lib4_bc1_20_bc2_39_bc3_45	5.464233	2.737731
D1_lib4_bc1_20_bc2_40_bc3_28	4.1802373	4.472517
D1_lib4_bc1_20_bc2_43_bc3_71	-0.2825408	7.151169
D1_lib4_bc1_20_bc2_44_bc3_3	0.4749031	6.527936
D1_lib4_bc1_20_bc2_44_bc3_38	0.98371744	-4.864718
D1_lib4_bc1_20_bc2_44_bc3_71	4.3915334	3.8191605
D1_lib4_bc1_20_bc2_44_bc3_73	2.9723735	3.8231955
D1_lib4_bc1_20_bc2_44_bc3_74	1.8495378	6.5039454
D1_lib4_bc1_20_bc2_44_bc3_89	-3.5938659	-3.4656763
D1_lib4_bc1_20_bc2_44_bc3_95	-3.4600801	1.5848494
D1_lib4_bc1_20_bc2_45_bc3_12	4.7327056	-1.3992023
D1_lib4_bc1_20_bc2_45_bc3_46	3.9173465	2.1148314
D1_lib4_bc1_20_bc2_45_bc3_56	-5.1086226	-2.096767
D1_lib4_bc1_20_bc2_45_bc3_84	-4.3119597	-1.8754008
D1_lib4_bc1_20_bc2_47_bc3_14	-5.193608	-2.3248065
D1_lib4_bc1_20_bc2_47_bc3_60	3.671969	-4.399518
D1_lib4_bc1_20_bc2_48_bc3_20	4.1090903	-0.7425194
D1_lib4_bc1_20_bc2_49_bc3_71	4.834561	2.624548
D1_lib4_bc1_20_bc2_4_bc3_14	4.9373765	2.794033
D1_lib4_bc1_20_bc2_4_bc3_15	-0.21488142	-6.6985254
D1_lib4_bc1_20_bc2_4_bc3_26	-5.308012	-1.7652922
D1_lib4_bc1_20_bc2_4_bc3_82	-3.2610483	3.8233242
D1_lib4_bc1_20_bc2_4_bc3_86	4.482592	3.437213
D1_lib4_bc1_20_bc2_50_bc3_29	3.5517087	2.8973312
D1_lib4_bc1_20_bc2_50_bc3_49	-4.303274	5.060855
D1_lib4_bc1_20_bc2_50_bc3_65	6.605289	-0.8049855
D1_lib4_bc1_20_bc2_50_bc3_70	-2.748535	-2.9929914
D1_lib4_bc1_20_bc2_50_bc3_96	0.9609504	4.4036055
D1_lib4_bc1_20_bc2_51_bc3_23	-2.6574254	2.692175
D1_lib4_bc1_20_bc2_51_bc3_71	4.545777	-2.9134898
D1_lib4_bc1_20_bc2_53_bc3_41	-3.2457292	1.5001836
D1_lib4_bc1_20_bc2_54_bc3_17	5.045752	1.8419862
D1_lib4_bc1_20_bc2_54_bc3_89	5.9647803	-2.5500376
D1_lib4_bc1_20_bc2_55_bc3_20	-0.5788307	-5.295227
D1_lib4_bc1_20_bc2_55_bc3_26	1.2523799	-4.3359756
D1_lib4_bc1_20_bc2_55_bc3_29	3.8915439	2.752922
D1_lib4_bc1_20_bc2_55_bc3_72	2.560017	-0.017642498
D1_lib4_bc1_20_bc2_56_bc3_87	6.3155885	-4.390693
D1_lib4_bc1_20_bc2_57_bc3_71	3.2461762	-3.4883058
D1_lib4_bc1_20_bc2_58_bc3_35	-4.506993	1.4009881
D1_lib4_bc1_20_bc2_59_bc3_10	-0.5374093	-6.5688667
D1_lib4_bc1_20_bc2_59_bc3_71	-3.2850962	-3.3359334
D1_lib4_bc1_20_bc2_59_bc3_78	-3.7375178	5.0164948
D1_lib4_bc1_20_bc2_59_bc3_93	1.5544891	-6.5721874
D1_lib4_bc1_20_bc2_5_bc3_14	-4.772547	1.5527959
D1_lib4_bc1_20_bc2_5_bc3_40	4.5024686	-3.4641874
D1_lib4_bc1_20_bc2_60_bc3_78	5.8092055	1.0449882
D1_lib4_bc1_20_bc2_61_bc3_30	-4.447027	-0.75584507
D1_lib4_bc1_20_bc2_62_bc3_5	5.1688037	-4.0994396
D1_lib4_bc1_20_bc2_62_bc3_52	-5.202121	2.6932316
D1_lib4_bc1_20_bc2_62_bc3_65	-3.9091818	4.7248125
D1_lib4_bc1_20_bc2_62_bc3_8	-5.170541	-0.374856
D1_lib4_bc1_20_bc2_62_bc3_80	2.2173977	-3.8260863
D1_lib4_bc1_20_bc2_63_bc3_18	-5.0238914	3.5980587
D1_lib4_bc1_20_bc2_64_bc3_12	-3.274534	-3.1431725
D1_lib4_bc1_20_bc2_64_bc3_57	0.8963609	4.769109
D1_lib4_bc1_20_bc2_65_bc3_52	4.038667	-2.859371
D1_lib4_bc1_20_bc2_66_bc3_72	5.461785	2.656705
D1_lib4_bc1_20_bc2_67_bc3_23	0.22608852	6.604988
D1_lib4_bc1_20_bc2_67_bc3_78	4.5159984	-5.573764
D1_lib4_bc1_20_bc2_67_bc3_86	2.6271834	2.137148
D1_lib4_bc1_20_bc2_68_bc3_16	3.7609935	2.762164
D1_lib4_bc1_20_bc2_68_bc3_27	6.468552	-1.5758157
