	gene_angle	correction_std	highly_variable	cycle_variable
b4293	173.05841	0.5288274781699198	False	False
b4294	218.66379	0.34696802909768676	False	False
b4295	199.214	0.29095558957139556	False	False
b4297	127.46596	0.6143515774808129	False	False
b4304	78.921936	0.9322433983765175	False	False
b4310	47.48517	0.8188800465942996	False	False
b4312	142.5142	0.6635963038154746	True	True
b4313	181.40317	0.37144942116804824	False	False
b4314	223.40015	0.20816669831636542	True	False
b4315	228.6094	0.19707241386684238	False	False
b4316	212.77518	0.16160311491121016	False	False
b4317	225.16498	0.2855387921900286	True	False
b4321	276.46097	0.5515449503845591	False	False
b4322	162.00482	0.6211454239417662	False	False
b4323	158.71729	0.6421533504871746	True	True
b4324	238.1647	0.35902656450135717	True	False
b4327	293.89133	0.6476115035913982	False	False
b4328	25.586914	0.6451844532155306	False	False
b4329	249.60236	0.3072131261424798	False	False
b4331	233.38658	0.23159028507519708	False	False
b4332	163.6782	0.5994247992643943	False	False
b4333	224.00285	0.24988253235416302	False	False
b4336	26.121002	0.7629683180871937	False	False
b4337	226.04987	0.4132843602525904	False	False
b4340	228.48851	0.2248858112222688	False	False
b4342	185.41743	0.6483023493413254	True	True
b4345	176.68054	0.39039406494642115	False	False
b4346	195.45355	0.3300776455434307	False	False
b4347	218.61195	0.2266507406694336	False	False
b4348	305.61868	0.6216698618392775	False	False
b4349	290.33212	0.47532380807409463	False	False
b4350	271.92346	0.46898845781210824	False	False
b4351	227.78732	0.32054560552896677	True	False
b4352	276.30115	0.4246734885430279	False	False
b4353	222.82024	0.20455521694669115	False	False
b4354	269.8493	0.35535870478016296	False	False
b4355	183.66661	0.4305338676258167	False	False
b4356	210.36874	0.3492130551911989	True	False
b4359	241.71689	0.3743504173085526	False	False
b4360	240.42175	0.15098632054937292	False	False
b4361	254.99765	0.27753327185285587	False	False
b4362	225.85968	0.31380281744727556	False	False
b4364	150.53816	0.7751841134620854	False	False
b4366	235.48866	0.3222410482841421	False	False
b4367	194.40163	0.34302442179265624	False	False
b4368	182.41927	0.4276567926359428	False	False
b4369	196.5663	0.4446780843789161	False	False
b4370	203.51337	0.34099751746743184	False	False
b4371	258.64594	0.4093809534329126	False	False
b4372	237.47566	0.28599858279588874	False	False
b4373	265.91803	0.3322908708545209	True	False
b4374	266.7243	0.26780783800449726	False	False
b4375	268.24164	0.3640223820686461	False	False
b4376	259.87143	0.26383294269987456	False	False
b4568	230.72255	0.39600042591302476	False	False
b4377	356.2801	0.5570421130673999	False	False
b4378	274.12317	0.30939486001521005	False	False
b4381	205.43907	0.40005519960104446	False	False
b4382	205.41414	0.43995396520386254	True	False
b4383	289.8935	0.44388452359551106	False	False
b4384	307.4073	0.4959034622538517	False	False
b4385	224.46402	0.27657632276008237	False	False
b4386	260.3717	0.17929945670950126	False	False
b4387	211.50583	0.4514094224611252	False	False
b4388	227.60027	0.2698450540019388	False	False
b4389	287.3375	0.422267863605144	False	False
b4390	311.84167	0.5625627596551053	False	False
b4391	304.61868	0.5793866562452845	False	False
b4392	267.93826	0.30684252430221653	False	False
b4393	301.5896	0.6531258915608115	False	False
b4394	277.95264	0.42872894770042935	False	False
b4395	286.71005	0.3518864224319073	False	False
b4396	249.10631	0.33212706348602955	False	False
b4397	260.76855	0.23295621542854644	False	False
b4398	317.1684	0.49682144036873227	False	False
b4399	317.58057	0.46973059244433496	True	False
b4400	195.61215	0.38920569156275264	False	False
b4401	253.71106	0.2439564219992383	True	False
b4402	77.937256	0.6316658718251266	False	False
b4403	289.9635	0.36750269439165634	False	False
b0002	251.8757	0.3360845470759998	False	False
b0003	272.21234	0.2851153624147188	False	False
b0004	15.121185	0.5652958300969455	False	False
b0005	313.83298	0.45840248232651626	False	False
b0006	283.47095	0.4862268660876521	False	False
b0007	216.28703	0.33409647761962225	True	False
b0008	270.8203	0.24440506062712752	False	False
b0009	292.50565	0.35612834244045527	False	False
b0010	282.30585	0.3646853519206522	True	False
b0014	246.655	0.31789379768963477	True	False
b0015	256.36197	0.4442507691354833	True	False
b0019	256.56866	0.29544624276525905	True	False
b0020	267.50732	0.23453698824251704	False	False
b0023	213.79443	0.34277150038781434	False	False
b0024	301.0171	0.48297247519039577	False	False
b0025	239.54587	0.3330856543702801	False	False
b0026	313.84222	0.6357214822193821	False	False
b0027	316.89355	0.5283043922036902	True	False
b0028	315.31308	0.5755161702606983	True	True
b0029	319.9881	0.5384671159846367	True	False
b0030	24.162537	0.675617838267156	False	False
b0031	321.44482	0.514908392576692	False	False
b0032	221.98627	0.44894523316066703	False	False
b0033	259.91208	0.2677639218985147	False	False
b0037	221.54738	0.49891924139416555	False	False
b0038	245.4574	0.24998816141680583	False	False
b0039	286.2189	0.36562883275655506	True	False
b0046	188.14857	0.7292865456832968	False	False
b0047	296.9857	0.2876340217410405	False	False
b0048	277.7406	0.24244512814974273	False	False
b0049	327.66107	0.5113192526165458	False	False
b0050	309.98245	0.5115456413646057	False	False
b0051	324.84265	0.5271354725300627	False	False
b0052	334.52988	0.6413318850508237	True	True
b0053	309.81317	0.4859662176543485	True	False
b0054	280.0593	0.3844694845822482	False	False
b0055	234.41818	0.3415737616683796	False	False
b0056	309.5813	0.35925659817345423	False	False
b0057	303.06717	0.5084211031272445	False	False
b0058	310.41553	0.6008401502706567	True	True
b0059	288.00293	0.40751788246911536	True	False
b0060	355.93738	0.6244959391010545	False	False
b0065	301.84067	0.32160635398836207	False	False
b0066	316.1964	0.4779971360514146	True	False
b0067	292.7398	0.42436944436490004	True	False
b0068	270.31927	0.29780484720372363	True	False
b4762	185.52382	0.6809912236799573	False	False
b0069	246.41592	0.36069165158768374	True	False
b0070	264.3017	0.23644474127353904	False	False
b0071	343.89032	0.5430452392372674	False	False
b0072	357.28552	0.5881054448704097	True	True
b0073	209.89993	0.5583097405266969	False	False
b0074	1.2990112	0.6137582531603193	False	False
b0077	356.41785	0.5853839819635751	False	False
b0080	328.0829	0.4120393867190055	False	False
b0081	275.72803	0.20227321045095828	False	False
b0082	279.48404	0.2597442692314082	False	False
b0083	284.0876	0.24866001682928054	False	False
b0084	316.33096	0.3911333711054346	False	False
b0085	319.08487	0.5364993820256669	True	False
b0086	352.4674	0.7787151726810022	True	True
b0087	0.26843262	0.8260402423250559	True	True
b0088	354.2356	0.8325736097080494	True	True
b0089	353.97906	0.8106539697602515	True	True
b0090	347.78662	0.7890306226354357	True	True
b0091	355.7548	0.8437308012418292	True	True
b0092	12.903931	0.9033873899579973	True	True
b0093	6.573059	0.8261555863111556	True	True
b0094	8.757446	0.8788578845664777	True	True
b0095	18.477905	0.9616167222320178	True	True
b0096	305.78552	0.3314109044190645	False	False
b0097	282.9355	0.21868643771348167	False	False
b0098	276.9425	0.2951314685015264	True	False
b0099	317.24707	0.3295643830214108	False	False
b0101	295.06702	0.2976399474753544	False	False
b0102	317.27957	0.39433122710483526	False	False
b0103	304.90176	0.29369282135815405	True	False
b0104	239.85524	0.3681453432622706	False	False
b0106	279.65277	0.2404196699900608	False	False
b0107	232.64062	0.410676112371519	False	False
b0109	277.03296	0.16696238241815925	False	False
b0110	357.13217	0.5262355682253528	True	False
b0111	301.33536	0.19067938280323737	False	False
b0112	225.22966	0.4914639035737073	False	False
b0113	282.82953	0.2277659532697336	False	False
b0114	348.8285	0.7124420010550021	True	True
b0115	6.2130127	0.8086337867562547	True	True
b0116	3.2684326	0.774711968402165	True	True
b0118	319.67294	0.37152282165873335	False	False
b0119	309.71048	0.2732396062015225	False	False
b0120	338.07935	0.4091555207811579	False	False
b0121	284.0604	0.3092155033505565	False	False
b0122	271.96747	0.18554005372361024	False	False
b0123	240.09718	0.38328096915945703	False	False
b0124	313.7751	0.3960365902854379	True	False
b0125	298.08954	0.4411695233895258	False	False
b0126	304.74985	0.19533451636431148	False	False
b0127	308.38733	0.29708916675853614	False	False
b0128	355.12476	0.6227038536697246	False	False
b0129	324.71582	0.3525256060786115	False	False
b0130	289.52753	0.19650362957988982	False	False
b0131	256.3475	0.434927589966319	False	False
b0132	109.11005	0.6608949132356751	False	False
b0133	306.97394	0.301977847502099	False	False
b0134	294.02274	0.40037818358136207	False	False
b0135	234.85275	0.503143893273173	False	False
b0139	252.18747	0.37431060942923317	False	False
b0140	341.45343	0.3709983391002509	False	False
b0141	341.80313	0.41543295247437095	False	False
b0142	295.77545	0.24885001622496203	False	False
b0143	276.82574	0.293316890444019	False	False
b0144	318.43848	0.237276671459851	False	False
b0145	342.88962	0.36370522971107094	False	False
b0146	273.65793	0.22289381251650373	False	False
b0147	260.185	0.4116190210951032	True	False
b0148	295.678	0.2420972258746697	False	False
b0149	319.8675	0.3796982149454836	True	False
b0150	275.6363	0.39640270251806053	False	False
b0151	289.59485	0.46925829195831925	False	False
b0152	311.9823	0.4227548358167531	False	False
b0153	353.0131	0.5706135172197658	True	True
b0154	321.54614	0.20887351897804757	False	False
b0155	318.0432	0.24359015926964572	False	False
b4728	334.79474	0.3858588129684353	False	False
b0156	284.6266	0.35563554102465084	False	False
b0157	316.45148	0.16595996390095366	False	False
b0158	306.04556	0.29355448614190377	True	False
b0159	321.76407	0.3740084689590089	True	False
b0160	295.3451	0.21913609645915477	True	False
b0161	283.8554	0.296683006281254	True	False
b0162	1.6744385	0.4261787859577749	True	False
b0163	276.92316	0.44957056069645207	False	False
b0164	38.676636	0.5232008277384743	False	False
b0166	39.649414	0.5067714545937296	False	False
b0167	339.91394	0.4368156214881681	False	False
b0168	356.4817	0.4177987026627153	False	False
b4414	291.35254	0.2949010901073899	False	False
b0169	309.09033	0.31200297249102116	False	False
b0170	299.8567	0.23245829575551374	False	False
b0171	331.98468	0.2703189722123569	False	False
b0172	321.33685	0.2709970041540276	False	False
b0173	324.57642	0.5352134674480785	False	False
b0174	298.76135	0.331855462322515	True	False
b0175	320.14777	0.29546648099800027	False	False
b0176	331.60565	0.38174650975182417	True	False
b0177	352.94794	0.5865627496348331	True	True
b0178	17.927612	0.6897481776483758	True	True
b0179	15.243591	0.7499103946918532	True	True
b0180	11.631744	0.7360200370576518	True	True
b0181	356.09827	0.6175084805575073	True	True
