	N	D	A
210	3070	-2.398649780330797	-1.184867
211	3070	-2.3978781982248805	-1.7353766
212	3070	-2.3941962625615587	-2.2709842
213	3070	-2.390422278506654	-1.0182984
214	3070	-2.3833535034942033	-0.8807974
215	3070	-2.379019107172896	-2.0222063
216	3070	-2.3635820504432927	-0.7983129
217	3070	-2.3611752557339596	-1.6419767
218	3070	-2.360750208749297	-2.6708353
219	3070	-2.357506856598812	-1.582811
220	3070	-2.353091241108461	-1.2933109
221	3070	-2.34906547762952	-1.4930155
222	3070	-2.338531351404531	-1.9993602
223	3070	-2.3354423156752295	-2.1611505
224	3070	-2.3349008545482706	-0.71572995
225	3070	-2.324334240655664	-0.9393461
226	3070	-2.3172329779755962	-0.84942126
227	3070	-2.313775748679962	-1.5936985
228	3070	-2.30943864505302	-0.9756279
229	3070	-2.308017309594753	-0.46694922
230	3070	-2.2975237929542858	-2.974751
231	3070	-2.2773787317257734	-1.3557647
232	3070	-2.2737401129526082	-0.85514736
233	3070	-2.2695383746074063	-0.70956254
234	3070	-2.2572607435536094	-0.9896009
235	3070	-2.2558800176798637	-0.79552126
236	3070	-2.2465398132398198	-1.232184
237	3070	-2.2460768639762696	-1.467518
238	3070	-2.2447827718828375	-1.2639177
239	3070	-2.2430852912498205	-1.3884754
240	3070	-2.2390378693258017	-0.34748173
241	3070	-2.236964073209548	0.048368216
242	3070	-2.2324537020219792	-0.90164614
243	3070	-2.229283447123634	-1.5781419
244	3070	-2.2255175849856337	-0.95422435
245	3070	-2.2252928786179456	-0.8017123
246	3070	-2.221318553946066	-0.16093922
247	3070	-2.2177124228405187	-0.102152824
248	3070	-2.211485619880489	-2.446773
249	3070	-2.2092548000374177	-0.6667495
250	3070	-2.2081177316708036	-1.5614496
251	3070	-2.199419158666206	-1.1400888
252	3070	-2.198731503034968	-0.9485147
253	3070	-2.1962516110734955	-2.469315
254	3070	-2.1950874696505336	-0.46851826
255	3070	-2.1896782729922126	-2.2806578
256	3070	-2.186943894301069	-0.8310492
257	3070	-2.182880228543241	-0.1944418
258	3070	-2.1695548702087786	-0.061885595
259	3070	-2.1628705325964686	-1.5760663
260	3070	-2.161806561481994	-0.6354532
261	3070	-2.143621589533074	-0.6022048
262	3070	-2.1364634734346746	-0.89842796
263	3070	-2.1303964015070984	-1.2972397
264	3070	-2.1108198744618933	-1.4947349
265	3070	-2.0960785952804324	2.3730576
266	3070	-2.0935093622330117	0.15285587
267	3070	-2.091135055191296	-0.9446895
268	3070	-2.056302860894019	-0.5691476
269	3070	-2.055217231334466	-1.1887078
270	3070	-2.04610173326211	-0.3217883
271	3070	-2.0417321419675503	0.7810323
272	3070	-2.0386024966537266	-0.42564273
273	3070	-2.0367669434333355	0.15829086
274	3070	-2.032326962192271	-2.4923725
275	3070	-2.0189772381070954	0.38544106
276	3070	-2.0152140832747296	0.011196613
277	3070	-2.011266831659198	-1.3193066
278	3070	-2.0053405396246307	-1.1133335
279	3070	-2.0005540232623127	-2.6680996
280	3070	-1.9967150638721727	2.6972177
281	3070	-1.9932226396032868	0.03461814
282	3070	-1.98881514602984	-0.332119
283	3070	-1.98054432731554	-0.7163813
284	3070	-1.9759581515701967	-1.2402099
285	3070	-1.9699858353398383	-1.294851
286	3070	-1.961005702549222	-1.5719682
287	3070	-1.9572858646070133	0.45550466
288	3070	-1.952591396636278	-1.5060678
289	3070	-1.9517413026669523	0.027374268
290	3070	-1.9479050505824473	-1.0514832
291	3070	-1.9436978976259753	-0.6134646
292	3070	-1.9427855356270491	0.727895
293	3070	-1.938053165377427	0.14035988
294	3070	-1.9373059490222233	0.59979486
295	3070	-1.9363935870232973	0.68423223
296	3070	-1.9315637537708223	-0.33182454
297	3070	-1.927705843241239	-1.257704
298	3070	-1.9238533473229251	-0.6034739
299	3070	-1.9237396404862637	-0.81251
300	3070	-1.9220665256039604	2.3879993
301	3070	-1.9214276014741487	0.59071684
302	3070	-1.9205558490597445	-0.94409084
303	3070	-1.9149544337013529	-0.42082286
304	3070	-1.9138119507234692	-0.13036299
305	3070	-1.9127127846357423	2.9576132
306	3070	-1.9106958419378197	-0.12830019
307	3070	-1.9058199844895534	-1.9238937
308	3070	-1.9049401101582448	0.50090885
309	3070	-1.9017021726190295	0.5121372
310	3070	-1.8974950196625575	-0.77421546
311	3070	-1.8966530476101362	-0.76540756
312	3070	-1.8867280651529763	0.5635865
313	3070	-1.884047832574529	0.802335
314	3070	-1.880937138400149	-0.5249274
315	3070	-1.8806799443648436	1.8104403
316	3070	-1.8780294921483789	-0.43922424
317	3070	-1.8740145578919774	0.075445175
318	3070	-1.8740118505863426	0.2431786
319	3070	-1.8699021606327233	0.3129425
320	3070	-1.8686026539280214	0.24706793
321	3070	-1.864955913237952	-0.020075083
322	3070	-1.8599744708699286	0.3698194
323	3070	-1.8571697022322806	-0.5393915
324	3070	-1.8561300968685193	0.5016606
325	3070	-1.8524319173713888	0.76337075
326	3070	-1.849015297660277	1.1058257
327	3070	-1.8460751637408892	0.9635503
328	3070	-1.8452602647448157	0.011659861
329	3070	-1.8411911843757185	-0.34037638
330	3070	-1.8399349945611732	-0.022362709
331	3070	-1.8328391464923746	0.10761809
332	3070	-1.8193026183183978	-0.23572516
333	3070	-1.8120551611340507	-0.25104308
334	3070	-1.8079914953762228	-1.3164951
335	3070	-1.8048185331722426	-0.13155389
336	3070	-1.7899473033203117	-0.20992899
337	3070	-1.788858966455124	-1.658254
338	3070	-1.7879953359576242	-1.439119
339	3070	-1.7872670707418643	0.9663284
340	3070	-1.7837096711377431	-0.27053618
341	3070	-1.7802037103406831	-0.6311226
342	3070	-1.7796135177122978	0.8232696
343	3070	-1.7770984307775728	-0.27126837
344	3070	-1.7713616501374414	-0.96905017
345	3070	-1.768456711191306	0.13896394
346	3070	-1.7658360393368242	-0.8720603
347	3070	-1.7655950891353274	-1.6286882
348	3070	-1.7589567757188092	0.62352896
349	3070	-1.758442387648198	-0.51638174
350	3070	-1.751655172421766	0.3592384
351	3070	-1.7507752980904576	-1.0253768
352	3070	-1.7463678045170108	-0.028120518
353	3070	-1.7437660838019724	-0.6290796
354	3070	-1.7432083788412045	-0.82334924
355	3070	-1.7385247400930086	0.7482269
356	3070	-1.7282857101822124	-0.24094105
357	3070	-1.7267885701661707	-0.49770212
358	3070	-1.726125280285646	-0.6282594
359	3070	-1.7235262668762423	0.816936
360	3070	-1.7226870021294558	-0.5615876
361	3070	-1.71971979515372	-0.47896385
362	3070	-1.7073988472097663	1.080118
363	3070	-1.7069223614180422	0.294456
364	3070	-1.701291165697668	0.26601195
365	3070	-1.7010366789679972	0.24150014
366	3070	-1.6945256089163143	2.5472047
367	3070	-1.688309635178824	2.3432314
368	3070	-1.6827623659331286	0.9285624
369	3070	-1.6787799193443445	0.094872
370	3070	-1.6758939315376526	0.6524384
371	3070	-1.6753930799952155	1.8867939
372	3070	-1.674867862702065	0.74376225
373	3070	-1.665966241774858	1.4818032
374	3070	-1.6645205405658772	0.1802566
375	3070	-1.6619540148240912	-2.7367294
376	3070	-1.6574653020816006	-1.2485421
377	3070	-1.6572730833815301	-0.14889383
378	3070	-1.6552750918230512	-1.7239207
379	3070	-1.6537183910830437	0.52524686
380	3070	-1.6454990111758052	0.6536286
381	3070	-1.6426184379803828	0.007673502
382	3070	-1.6420959279928673	-2.7176409
383	3070	-1.6309770237507626	1.1489656
384	3070	-1.6297776873545484	1.2753613
385	3070	-1.6252537796388054	0.46762657
386	3070	-1.624836854571047	0.5133946
387	3070	-1.624530929034315	0.37836194
388	3070	-1.62155289283604	0.87412095
389	3070	-1.6141213388685267	2.3995101
390	3070	-1.611208278005487	-0.59952164
391	3070	-1.6074559523956606	1.4471753
392	3070	-1.5969516065326546	-0.04027915
393	3070	-1.5779300771425824	-0.81019163
394	3070	-1.5762325965095656	-0.64008546
395	3070	-1.5729053178844021	-1.5488104
396	3070	-1.5562012421177147	1.364444
397	3070	-1.5536103506252157	1.235728
398	3070	-1.5509165815185941	0.9983566
399	3070	-1.5484827137529131	0.77075434
400	3070	-1.5420691067040828	0.50812435
401	3070	-1.5392535088438957	0.03890419
402	3070	-1.5378511245250717	-0.121153355
403	3070	-1.5370605912797115	0.6748109
404	3070	-1.5321955630539843	0.33534813
405	3070	-1.5219890208108058	-0.9168918
406	3070	-1.505341798462449	-1.7641445
407	3070	-1.482270139842723	-2.3128202
408	3070	-1.4763357258912515	-0.65425014
409	3070	-1.4734118358056725	0.024490118
410	3070	-1.470493360331363	0.75747585
411	3070	-1.4688337819772335	0.8483944
412	3070	-1.4672743739315914	0.5720353
413	3070	-1.4651301878688334	0.7882781
414	3070	-1.4483448929331022	1.6835616
415	3070	-1.4474244090172719	-0.31407452
416	3070	-1.4439996673892557	-0.3714533
417	3070	-1.4394649304509735	1.015166
418	3070	-1.4294127046289782	1.987778
419	3070	-1.4260637675587362	-2.6950164
420	3070	-1.4247805046878435	1.214791
421	3070	-1.4222627104474836	0.931772
422	3070	-1.417538462114766	-0.28486848
423	3070	-1.4150260824856757	0.7679949
424	3070	-1.4051633680581161	-2.6856947
425	3070	-1.4017169679850217	0.8037219
426	3070	-1.3934461492707217	0.8462846
427	3070	-1.3911720125374938	0.09455252
428	3070	-1.3761627100981884	-0.057935
429	3070	-1.3724293356278054	0.2697158
430	3070	-1.3710675608935032	0.6739061
431	3070	-1.3666763111538651	2.1924603
432	3070	-1.3623825244170797	1.9256594
433	3070	-1.3523302985950847	1.604367
434	3070	-1.3518213251357432	0.8340461
435	3070	-1.3466341275394753	1.6807721
436	3070	-1.346054764133629	0.7473545
437	3070	-1.3400986917370792	1.568166
438	3070	-1.3390753302071265	0.06399512
439	3070	-1.3307774384364788	0.5300348
440	3070	-1.3180016631458793	1.0771635
441	3070	-1.3159765985310525	1.0545585
442	3070	-1.3138486563021035	1.3089564
443	3070	-1.3123812966480441	0.8004024
444	3070	-1.3087507997917835	-0.5142052
445	3070	-1.30522588785528	0.9684603
446	3070	-1.3011568074861826	0.2513559
447	3070	-1.2997977400575154	0.042224407
448	3070	-1.299470156075705	0.28913665
449	3070	-1.2991588159277034	0.41038585
450	3070	-1.2956420259081043	1.3726313
451	3070	-1.2953631734277204	1.0031397
452	3070	-1.294328982675229	1.4995525
453	3070	-1.293080914777588	1.5136249
454	3070	-1.2910017040500652	1.540107
455	3070	-1.285635824281901	1.3940198
456	3070	-1.2836540765572308	0.8852761
457	3070	-1.2828879090625835	3.076669
458	3070	-1.2799910920333524	1.6427591
459	3070	-1.2695896237844688	0.44399595
460	3070	-1.267136804879344	0.44356084
461	3070	-1.2634169669371356	1.9180033
462	3070	-1.2599516157245971	2.2236764
463	3070	-1.2575529429321683	0.77604413
464	3070	-1.2511961893016688	1.4027512
465	3070	-1.2493768799150866	0.54988074
466	3070	-1.2490899055177982	0.8307822
467	3070	-1.2463365756872113	1.8733933
468	3070	-1.2425382258815936	2.3010724
469	3070	-1.2338558967108049	2.1750066
470	3070	-1.233284655221863	1.5348127
471	3070	-1.2277969467001324	2.1221397
472	3070	-1.2251302506498591	1.7095969
473	3070	-1.22498947075685	1.8624418
474	3070	-1.2208933173314045	1.2061331
475	3070	-1.2203220758424627	1.4096773
476	3070	-1.219006325303952	2.3940403
477	3070	-1.217140991721578	2.4012344
478	3070	-1.2131287647708113	0.27248406
479	3070	-1.2073676183799669	1.2865012
480	3070	-1.2071077170390265	-1.7813305
481	3070	-1.205645771996237	1.9192259
482	3070	-1.2028112229966064	1.2544682
483	3070	-1.1961404219124703	1.6094096
484	3070	-1.1936145057552063	-2.8776777
485	3070	-1.1895535473030132	2.3358266
486	3070	-1.1862370979003891	1.8059094
487	3070	-1.182176139448196	0.6333287
488	3070	-1.1814208011760878	1.5851142
489	3070	-1.1785293987581267	1.9635947
490	3070	-1.1753131196639899	1.7855742
491	3070	-1.1707946265595164	1.1633494
492	3070	-1.1653664787617517	1.3327682
493	3070	-1.1563755167485963	1.3363755
494	3070	-1.1530563600403372	1.527291
495	3070	-1.1466589968253156	0.5898242
496	3070	-1.1463801443449315	2.1121466
497	3070	-1.145768293271468	1.0392716
498	3070	-1.1431043045268292	2.3359878
499	3070	-1.1354805318592454	2.3892443
500	3070	-1.1338047096713075	2.3616593
501	3070	-1.1325837148300146	2.4432533
502	3070	-1.1298330923050623	-2.7198763
503	3070	-1.1269064949138485	2.4686792
504	3070	-1.123449265618215	0.7327986
505	3070	-1.1202925472480434	1.3947299
506	3070	-1.1013224566650326	0.72513914
507	3070	-1.0978273250905115	1.1424477
508	3070	-1.0943863396286866	1.8538702
509	3070	-1.0758142229739907	0.14222002
510	3070	-1.0743983021269923	2.041786
511	3070	-1.0688374963531229	1.7058961
512	3070	-1.065049975770044	2.577172
513	3070	-1.0640103704062827	2.2686226
514	3070	-1.0617795505632115	2.527981
515	3070	-1.0591101472073028	2.697056
516	3070	-1.0556285521609565	2.2656686
517	3070	-1.0491120674980041	1.7463648
518	3070	-1.048421704561131	0.9497769
519	3070	-1.045416595306508	2.2616212
520	3070	-1.0436649685607953	2.1479285
521	3070	-1.0403485191581714	2.276181
522	3070	-1.0324486013158385	1.8850076
523	3070	-1.025637020338693	3.0706875
524	3070	-1.0105546206472482	2.1265213
525	3070	-1.006287906966811	2.3770764
526	3070	-1.001972461784947	1.9676816
527	3070	-0.9993761556811784	1.576369
528	3070	-0.9990296205599245	0.096408844
529	3070	-0.9944515667314855	1.1591771
530	3070	-0.9935798143170813	1.4713428
531	3070	-0.9886200303941362	2.8604257
532	3070	-0.9848000221434399	3.0942166
533	3070	-0.9818382297789738	0.52185273
534	3070	-0.9775850526267105	-3.1189196
535	3070	-0.9718970034880052	3.0790722
536	3070	-0.9654048845757659	2.584534
537	3070	-0.9610569517262846	1.6707699
538	3070	-0.9598115911342786	1.7363245
539	3070	-0.9572721384488405	1.8166716
540	3070	-0.9562406550019835	2.3794248
541	3070	-0.9514947482241873	2.4274895
542	3070	-0.9474771066621512	3.0101244
543	3070	-0.9438168294439078	-3.1369078
544	3070	-0.9408794028301548	3.0409853
545	3070	-0.9373165886147641	3.0365078
546	3070	-0.9339568223219832	2.928429
547	3070	-0.9309219327053775	3.0675004
548	3070	-0.926947608033498	-2.916376
549	3070	-0.9244514722382164	-3.0268712
550	3070	-0.9222125304782405	-2.9887464
551	3070	-0.9186307651234062	-2.8190925
552	3070	-0.9152412184686427	2.1953723
553	3070	-0.9121332315998978	1.7965639
554	3070	-0.9105792381655253	1.6919663
555	3070	-0.903093538085316	2.3954132
556	3070	-0.9009222789662101	2.0082986
557	3070	-0.8988836778232088	2.395981
558	3070	-0.8972051483296357	2.1799471
559	3070	-0.8965960045618071	1.0446713
560	3070	-0.8904233477144738	1.739269
561	3070	-0.8867008024666299	0.91875243
562	3070	-0.8825153079552361	1.6935446
563	3070	-0.8822770650593741	3.0915406
564	3070	-0.8807934615715065	2.1177022
565	3070	-0.8746478777805211	0.789407
566	3070	-0.8731832254320966	1.7947142
567	3070	-0.8706789677199112	2.946614
568	3070	-0.8634288032299291	-3.0331547
569	3070	-0.8574267066375874	-3.0845473
570	3070	-0.8474015538719404	2.4377534
571	3070	-0.8398941953466528	2.2638757
572	3070	-0.8366616724187073	2.7590053
573	3070	-0.8342738288488176	1.8161972
574	3070	-0.8330474193962556	1.6051352
575	3070	-0.8325980066608794	1.0488937
576	3070	-0.8213843467215574	2.3348167
577	3070	-0.8208266417607892	2.0610526
578	3070	-0.8174722900792775	2.1772964
579	3070	-0.8171771937650849	2.2407825
580	3070	-0.814678350664169	3.056505
581	3070	-0.8123094582337229	2.5257676
582	3070	-0.8109449761937859	1.9116166
583	3070	-0.8065780922048611	1.332516
584	3070	-0.8058362904609275	-1.2372632
585	3070	-0.8008900430661563	2.2161143
586	3070	-0.7987079547245108	1.9900725
587	3070	-0.7950476775062674	0.95736194
588	3070	-0.7829378994018281	1.2599099
589	3070	-0.7808397375348619	2.8178947
590	3070	-0.7789933550919312	2.8239977
591	3070	-0.77669485260799	2.0206625
592	3070	-0.7729208685530851	1.6899283
593	3070	-0.7702514651971768	2.416208
594	3070	-0.7689194708248572	2.8429606
595	3070	-0.766531627254968	1.63464
596	3070	-0.7650561456840048	1.3994925
597	3070	-0.7648558050670298	2.0189626
598	3070	-0.7577491277756923	2.441149
599	3070	-0.7502932080574656	1.6691687
600	3070	-0.7440826489312449	1.912792
601	3070	-0.7419249263403129	2.3035257
602	3070	-0.7395235462422494	3.0196488
603	3070	-0.7302645609712495	2.4704468
604	3070	-0.7296554172034204	2.4093091
605	3070	-0.725743360561141	2.7016785
606	3070	-0.7255863368343229	1.8260787
607	3070	-0.7228411289206407	2.3815286
608	3070	-0.7205724067986821	2.19991
609	3070	-0.7187016586050383	2.47425
610	3070	-0.7184742449317154	2.0131528
611	3070	-0.7140153125512074	1.8126199
612	3070	-0.7097404769538658	-3.1123676
613	3070	-0.7053221541578796	1.6916282
614	3070	-0.7026852384695892	-2.4665575
615	3070	-0.7003082241222387	-2.4495792
616	3070	-0.6929903769913865	2.791025
617	3070	-0.6906729233680022	3.080188
618	3070	-0.6901152184072341	1.9434688
619	3070	-0.6896766348943975	2.253052
620	3070	-0.6870153534553936	2.0918949
621	3070	-0.6843134624318679	2.652634
622	3070	-0.6815601326012808	2.4667933
623	3070	-0.6798030912442985	2.5233352
624	3070	-0.6760615948570114	2.0727775
625	3070	-0.6739661402956796	2.4460404
626	3070	-0.6716134916990426	2.6460183
627	3070	-0.6678719953117556	3.018511
628	3070	-0.6609575367204883	-2.8286963
629	3070	-0.6596336642650731	-2.875542
630	3070	-0.6565744088977543	-2.9385805
631	3070	-0.6553317556113836	3.0734947
632	3070	-0.6531983987711647	2.65144
633	3070	-0.6500985338193237	2.8338058
634	3070	-0.6483848093524984	-2.9280744
635	3070	-0.6389227761588887	-3.0529532
636	3070	-0.636058446797275	2.905217
637	3070	-0.630107789011995	2.7209132
638	3070	-0.6288786722537978	2.0350225
639	3070	-0.6245442759324904	1.3419082
640	3070	-0.6240217659449749	1.8977439
641	3070	-0.6235723532095991	2.5163538
642	3070	-0.6221049935555398	1.6347516
643	3070	-0.6209246082987687	1.6702611
644	3070	-0.6162301403280339	1.6645415
645	3070	-0.6114327947431764	2.9572098
646	3070	-0.6092155114282791	2.089239
647	3070	-0.608129881868726	2.3617837
648	3070	-0.6056039657114618	-3.0130873
649	3070	-0.6037278029065485	2.9587424
650	3070	-0.6009555219365184	2.3274386
651	3070	-0.6004465484771768	2.5437448
652	3070	-0.5932261643491779	2.8151104
653	3070	-0.5832984745863832	2.0464752
654	3070	-0.5786581527283436	2.820392
655	3070	-0.5780056920703585	2.5245445
656	3070	-0.5758290183399826	2.5497544
657	3070	-0.5703358952069828	2.2592928
658	3070	-0.5680969534470068	2.8792431
659	3070	-0.5680049050554237	2.22147
660	3070	-0.5647940405725569	-3.0366402
661	3070	-0.5646180657062949	-1.6392151
