	N	D	A
358	2342	-0.8721983371306021	-0.18233752
359	2342	-0.8663411414240811	-0.48430085
360	2342	-0.8635197140673179	-0.26914668
361	2342	-0.8611444659204612	-0.49835873
362	2342	-0.857089484277485	-0.30420423
363	2342	-0.8535025533743132	-0.26615
364	2342	-0.8507861093610574	-0.66776633
365	2342	-0.8476453576677918	-0.9479718
366	2342	-0.8465517811729226	-0.4684384
367	2342	-0.8416306869460097	-0.11942673
368	2342	-0.8328645777631358	-0.1443572
369	2342	-0.8287527301424267	-0.027935505
370	2342	-0.8263599847716518	0.014374733
371	2342	-0.82201629893403	-0.25817776
372	2342	-0.8195098216077894	0.079078436
373	2342	-0.8157391698534795	-0.14180326
374	2342	-0.8120603785247384	0.16144586
375	2342	-0.810083192222014	0.32580018
376	2342	-0.807257390559271	0.35935736
377	2342	-0.8007003058960338	0.28828597
378	2342	-0.7958229547289157	-0.11424255
379	2342	-0.7916061237646987	0.8861096
380	2342	-0.7891040207444373	-0.33726954
381	2342	-0.773811447040182	0.26551485
382	2342	-0.7671362561154984	0.11719298
383	2342	-0.7619308319999196	0.397578
384	2342	-0.7607016520196863	0.5119574
385	2342	-0.7585276219478856	0.41305137
386	2342	-0.755986150173809	0.11091828
387	2342	-0.7502995524004876	0.09283447
388	2342	-0.7468176048408233	0.7084093
389	2342	-0.7366604663564753	-0.320179
390	2342	-0.7320237020182283	0.12734985
391	2342	-0.7270019987537877	-0.42752457
392	2342	-0.7235856657838151	-1.0347598
393	2342	-0.722002167019244	-0.050084114
394	2342	-0.7181965208170982	-0.66411304
395	2342	-0.7175622464500737	0.020965815
396	2342	-0.7080612538626476	-0.9894085
397	2342	-0.69999503363649	-0.49009347
398	2342	-0.6769861841844356	0.13449597
399	2342	-0.6765312563625696	0.4051311
400	2342	-0.6726337497348549	0.41547132
401	2342	-0.6639638752835291	0.6828599
402	2342	-0.6632727349387717	1.8330867
403	2342	-0.6611730680686225	2.2915947
404	2342	-0.6587409539440325	2.1887047
405	2342	-0.6542747875389856	2.1566904
406	2342	-0.6414099536533406	1.4169958
407	2342	-0.6353340426478455	0.8913543
408	2342	-0.6282039239012964	0.43995976
409	2342	-0.6199933515778162	0.67706776
410	2342	-0.6172331645047651	0.46437573
411	2342	-0.6111397562753522	0.87954116
412	2342	-0.6093375422118075	1.0714638
413	2342	-0.6060743099511168	1.2694881
414	2342	-0.6034278548335328	1.1892197
415	2342	-0.6004358295435699	0.81608105
416	2342	-0.5995653426536536	0.48186874
417	2342	-0.598712352987655	0.7088423
418	2342	-0.5955234839286159	0.26959467
419	2342	-0.5927676711615448	0.25428057
420	2342	-0.5885508401973278	0.29616284
421	2342	-0.5861755920504712	0.4212196
422	2342	-0.5838003439036146	-0.06595969
423	2342	-0.5802002900825043	0.3276744
424	2342	-0.5639497433687435	0.5344069
425	2342	-0.5476204591473515	0.2542789
426	2342	-0.5460807034425752	0.17534018
427	2342	-0.5440860199159334	0.27751637
428	2342	-0.5413870731265953	0.19742036
429	2342	-0.5313349179857552	0.6071451
430	2342	-0.5197823758939535	1.492192
431	2342	-0.5190343695714628	0.91044164
432	2342	-0.512678502983281	1.6052454
433	2342	-0.508137973376583	2.7845967
434	2342	-0.500041133008569	0.08295131
435	2342	-0.4943545352352472	1.2164042
436	2342	-0.48855420550645956	2.70842
437	2342	-0.4821633444704423	0.15227604
438	2342	-0.47949501782296045	0.5945544
439	2342	-0.4792019393223357	0.65585876
440	2342	-0.47650299253299755	0.069638014
441	2342	-0.47260986021126206	-0.060797453
442	2342	-0.4682486771497225	-0.724298
443	2342	-0.45420715495559794	-0.06400323
444	2342	-0.4343521801147472	-0.5674894
445	2342	-0.41867904179027704	0.9309404
446	2342	-0.40517993353760806	0.73805904
447	2342	-0.4001057386014133	1.0105126
448	2342	-0.39713995914732747	0.8659055
449	2342	-0.3954952200990438	0.8373921
450	2342	-0.3942879116487079	0.95684314
451	2342	-0.3906353661558435	1.9762971
452	2342	-0.38786205616485425	1.5564754
453	2342	-0.38497063991241953	1.9880168
454	2342	-0.37994456234199925	0.56479216
455	2342	-0.3714409115178938	0.7797978
456	2342	-0.3654131178781732	0.80545497
457	2342	-0.36054014101703435	1.4761379
458	2342	-0.35893039641658664	-2.1176972
459	2342	-0.3502955164130972	1.3385131
460	2342	-0.3494906441128731	0.9199555
461	2342	-0.34661672508435615	1.1047833
462	2342	-0.34437270611688353	0.8215556
463	2342	-0.3422336704929192	0.83687234
464	2342	-0.33314386266756335	0.35351634
465	2342	-0.329745026921509	0.9045975
466	2342	-0.32405405484220795	1.6035106
467	2342	-0.32331917143765576	0.706836
468	2342	-0.31899298282395216	1.2858145
469	2342	-0.31276834541515486	0.8143046
470	2342	-0.30872211238413794	0.8012638
471	2342	-0.3043653036285776	1.2230275
472	2342	-0.29888429823629137	0.85657835
473	2342	-0.2913823634814867	0.123217106
474	2342	-0.2895145348282493	0.34647894
475	2342	-0.28678059359107566	0.03864336
476	2342	-0.2805996992420732	1.951514
477	2342	-0.27731022114550585	0.8376906
478	2342	-0.27412135208646626	1.0320375
479	2342	-0.2710943323486674	-0.036957026
480	2342	-0.26809355844674565	-0.2772956
481	2342	-0.2674855299155978	0.48103714
482	2342	-0.2642004261250097	0.34444642
483	2342	-0.25645790454133355	-0.04659295
484	2342	-0.25316405213878657	0.78273916
485	2342	-0.25019827268470074	1.4427388
486	2342	-0.2475693147910345	0.77887225
487	2342	-0.2463926264825549	0.47621822
488	2342	-0.24247324832494277	1.562496
489	2342	-0.23744717075452249	1.788924
490	2342	-0.2343632850389903	0.68477035
491	2342	-0.23210614315357958	1.3348129
492	2342	-0.22631893634273004	1.730243
493	2342	-0.22185714424366232	1.7524016
494	2342	-0.21623616106003318	0.46272945
495	2342	-0.21442957269050877	0.6373875
496	2342	-0.20546661973855818	1.5434582
497	2342	-0.20103107347536708	0.7713754
498	2342	-0.19650366678660758	0.75163746
499	2342	-0.1921074892772321	0.5296533
500	2342	-0.18903235217365966	0.4035995
501	2342	-0.1849380017768678	0.7371478
502	2342	-0.18201596538257636	0.62712026
503	2342	-0.17814470459073828	0.8227339
504	2342	-0.1719638102417358	1.2517779
505	2342	-0.16375323791825558	1.377012
506	2342	-0.14397262627905594	0.93145156
507	2342	-0.13071847916123724	2.2099311
508	2342	-0.1126482211600135	0.06822276
509	2342	-0.10900442427910795	0.1887567
510	2342	-0.10578056077223286	0.07140541
511	2342	-0.10524689544273658	0.4236219
512	2342	-0.09879041981702708	0.8931005
513	2342	-0.09775808360587002	0.78379655
514	2342	-0.09067608222509538	1.4716995
515	2342	-0.08915819805021652	1.4133394
516	2342	-0.08517320530291173	1.2990167
517	2342	-0.08036146872548589	1.2179959
518	2342	-0.07544474880455265	1.4146569
519	2342	-0.0675272549816972	1.4681785
520	2342	-0.0656856721643373	1.3863876
521	2342	-0.05656086989114595	1.1125548
522	2342	-0.04888833720314123	1.1198075
523	2342	-0.04401098603602316	0.65242743
524	2342	-0.0403671891551185	0.49379206
525	2342	-0.03598850886966121	1.0712693
526	2342	-0.030520626395313055	-0.40072083
527	2342	-0.0261025773560406	1.4829652
528	2342	-0.02357860280588131	-3.047899
529	2342	-0.02148768454769101	1.1506431
530	2342	-0.017318970949248502	1.009917
531	2342	-0.011991066266244577	0.3608036
532	2342	-0.005989518462400589	0.22810125
533	2342	-0.000989686727856931	1.6606472
534	2342	-0.000495390152176256	1.8412669
535	2342	0.003612083162553681	1.9965751
536	2342	0.006529745250865471	1.3129365
537	2342	0.011708923530567628	1.2271211
538	2342	0.014994027321155734	2.1272962
539	2342	0.026428463151511483	1.1259925
540	2342	0.02919739883652106	1.265342
541	2342	0.03966073873943232	1.3259346
542	2342	0.04123986319802464	1.4320433
543	2342	0.05714483973940654	-0.30561423
544	2342	0.0595463337221398	1.6472971
545	2342	0.06267833680344603	1.0098093
546	2342	0.06514981968185118	0.11040616
547	2342	0.06629151354249485	1.7099144
548	2342	0.06961598608689856	1.453583
549	2342	0.07458519767958505	1.2638509
550	2342	0.0799087280566102	1.3361027
551	2342	0.08549034248642418	-0.3600335
552	2342	0.08604587934581787	-0.29237103
553	2342	0.0882767753953515	0.8929193
554	2342	0.09060828048241332	0.9248717
555	2342	0.09226614244863551	0.8090589
556	2342	0.09753280684792687	0.63767505
557	2342	0.09954498759848729	1.3066113
558	2342	0.1025457615004095	1.1377904
559	2342	0.1071256598609227	1.1685641
560	2342	0.10805738703455114	1.0875385
561	2342	0.11517875716914139	1.4886453
562	2342	0.12499032548111089	0.8199568
563	2342	0.12598329293845234	1.317436
564	2342	0.13048445379133566	1.4126165
565	2342	0.13460942432998335	1.3849504
566	2342	0.1371027787382859	0.6988723
567	2342	0.14427226623864975	1.140672
568	2342	0.15219850867346407	2.037999
569	2342	0.1548843325448641	2.3738735
570	2342	0.1575439105803862	0.9635494
571	2342	0.15845814053009777	1.805239
572	2342	0.16484025295415616	1.1657312
573	2342	0.167578568497309	1.7585242
574	2342	0.17078056047428714	1.9083359
575	2342	0.17410940732467006	1.740421
576	2342	0.1781600146616662	1.9629047
577	2342	0.18807219201116387	1.8030655
578	2342	0.19420496899439232	1.1450331
579	2342	0.20107700368815218	1.8056953
580	2342	0.205324454794225	1.5056808
581	2342	0.21455424041092375	1.4739616
582	2342	0.21755501431284596	1.3738725
583	2342	0.21951470339165224	0.7419238
584	2342	0.22293541066760358	1.4949324
585	2342	0.22671481103387325	1.9483912
586	2342	0.2302667474892095	2.8044665
587	2342	0.23211707891852829	2.0392601
588	2342	0.2350478639247786	-2.9674585
589	2342	0.23658324532357522	0.73070216
590	2342	0.23910721987373407	1.686588
591	2342	0.24414204605611323	2.0058825
592	2342	0.2470903282862813	0.41441798
593	2342	0.24837637424424797	1.3885591
594	2342	0.2514121425940057	1.7388914
595	2342	0.2578773668316745	1.7151811
596	2342	0.2675489573523002	1.6464212
597	2342	0.27583826718341165	1.5768139
598	2342	0.28460000206030633	2.2630985
599	2342	0.28884307886039995	2.0982726
600	2342	0.2965156115484042	1.0137827
601	2342	0.3026790086734885	1.4350669
602	2342	0.3117906880287413	1.1693699
603	2342	0.3195550811423149	1.7240674
604	2342	0.3232338724710564	1.6930635
605	2342	0.3271095075688737	1.7858822
606	2342	0.33061332665843546	1.4048021
607	2342	0.3321924511170269	1.7271793
608	2342	0.3419165333094072	1.7772005
609	2342	0.34926099304895075	-1.042319
610	2342	0.35345157817729067	-0.70413256
611	2342	0.3576202917757332	-2.0940108
612	2342	0.3614696810376734	-0.35426283
613	2342	0.3687266546576278	1.7130325
614	2342	0.3728428765843166	1.6097848
615	2342	0.37566430394107986	-2.9404247
616	2342	0.3761892206586177	1.9098041
617	2342	0.3807035044294387	2.6770337
618	2342	0.3839623623841497	2.3261306
619	2342	0.3950687252660443	1.9483335
620	2342	0.3972908727036195	2.1261652
621	2342	0.40069845706163276	2.2500236
622	2342	0.4062363284316519	2.0659273
623	2342	0.40762735773312553	1.9353783
624	2342	0.4157898126908317	1.9256403
625	2342	0.41641971275187695	1.6281621
626	2342	0.421800109106635	0.68272305
627	2342	0.4265024880345738	-2.0803764
628	2342	0.42971760292949	1.5288713
629	2342	0.4340306686252555	2.1623886
630	2342	0.44528575791045233	2.4058287
631	2342	0.44647994344285014	1.363219
632	2342	0.453124514225677	2.1226761
633	2342	0.4575556861828889	2.0472553
634	2342	0.4603858621516106	1.9414542
635	2342	0.4625948866712468	1.9929726
636	2342	0.4713128784883467	2.0404499
637	2342	0.4866579438643557	2.0501435
638	2342	0.4907610428731064	1.9289291
639	2342	0.4944660800377241	1.976793
640	2342	0.49662261288560705	2.0519888
641	2342	0.503210317690701	2.5746987
642	2342	0.511149683043453	1.9789917
643	2342	0.5151215528728192	2.1494281
644	2342	0.5199551609801429	1.9443176
645	2342	0.5265953574569906	2.0777214
646	2342	0.5341716554134464	1.187237
647	2342	0.5372424182110396	1.9676926
648	2342	0.5428021611109566	1.6127932
649	2342	0.5474651712850802	1.7656691
650	2342	0.5524912488555005	1.7219179
651	2342	0.558230338300576	1.8924024
652	2342	0.561572308068897	2.132397
653	2342	0.5687767900170972	2.215278
654	2342	0.5759681490473589	1.5111802
655	2342	0.5782646596865852	1.9362266
656	2342	0.579791292473423	1.7684772
657	2342	0.5831770053015388	2.2454846
658	2342	0.5936490938164094	2.2009442
659	2342	0.5960768336350197	0.6620028
660	2342	0.607607504196924	2.306547
661	2342	0.6131147554250869	2.2240798
662	2342	0.6165835800668131	1.3816855
663	2342	0.6298027327367954	-1.7700467
664	2342	0.6439492382744274	1.3149941
665	2342	0.647496800423784	0.9829123
666	2342	0.6520592015603794	1.3480542
