	N	D	A
320	3070	-1.8686026539280214	0.17562842
321	3070	-1.864955913237952	-0.12327671
322	3070	-1.8599744708699286	0.28540516
323	3070	-1.8571697022322806	-0.62625027
324	3070	-1.8561300968685193	0.4115126
325	3070	-1.8524319173713888	0.66671586
326	3070	-1.849015297660277	1.0099728
327	3070	-1.8460751637408892	0.87436604
328	3070	-1.8452602647448157	-0.08576465
329	3070	-1.8411911843757185	-0.44798875
330	3070	-1.8399349945611732	-0.1294024
331	3070	-1.8328391464923746	-0.022182941
332	3070	-1.8193026183183978	-0.31600428
333	3070	-1.8120551611340507	-0.3594544
334	3070	-1.8079914953762228	-1.4133023
335	3070	-1.8048185331722426	-0.22924018
336	3070	-1.7899473033203117	-0.3242004
337	3070	-1.788858966455124	-1.6864367
338	3070	-1.7879953359576242	-1.5242314
339	3070	-1.7872670707418643	0.78384614
340	3070	-1.7837096711377431	-0.3249216
341	3070	-1.7802037103406831	-0.7670336
342	3070	-1.7796135177122978	0.7764163
343	3070	-1.7770984307775728	-0.37474608
344	3070	-1.7713616501374414	-1.0875854
345	3070	-1.768456711191306	0.048380136
346	3070	-1.7658360393368242	-0.97355485
347	3070	-1.7655950891353274	-1.7236682
348	3070	-1.7589567757188092	0.77660275
349	3070	-1.758442387648198	-0.5446198
350	3070	-1.751655172421766	0.24816823
351	3070	-1.7507752980904576	-1.0990078
352	3070	-1.7463678045170108	-0.14599681
353	3070	-1.7437660838019724	-0.8332281
354	3070	-1.7432083788412045	-0.92313933
355	3070	-1.7385247400930086	0.62459517
356	3070	-1.7282857101822124	-0.31304812
357	3070	-1.7267885701661707	-0.61279273
358	3070	-1.726125280285646	-0.7031152
359	3070	-1.7235262668762423	0.7031779
360	3070	-1.7226870021294558	-0.6578553
361	3070	-1.71971979515372	-0.57852364
362	3070	-1.7073988472097663	1.0099022
363	3070	-1.7069223614180422	0.20332408
364	3070	-1.701291165697668	0.17938161
365	3070	-1.7010366789679972	0.1363182
366	3070	-1.6945256089163143	2.4056242
367	3070	-1.688309635178824	2.2205064
368	3070	-1.6827623659331286	0.8367355
369	3070	-1.6787799193443445	-0.01792264
370	3070	-1.6758939315376526	0.613539
371	3070	-1.6753930799952155	1.7977569
372	3070	-1.674867862702065	0.64686036
373	3070	-1.665966241774858	1.3760755
374	3070	-1.6645205405658772	0.06705189
375	3070	-1.6619540148240912	-2.8662868
376	3070	-1.6574653020816006	-1.3744808
377	3070	-1.6572730833815301	-0.24670005
378	3070	-1.6552750918230512	-1.8162535
379	3070	-1.6537183910830437	0.42213225
380	3070	-1.6454990111758052	0.5680511
381	3070	-1.6426184379803828	-0.046477556
382	3070	-1.6420959279928673	-2.8487446
383	3070	-1.6309770237507626	1.0482967
384	3070	-1.6297776873545484	1.1587217
385	3070	-1.6252537796388054	0.32800126
386	3070	-1.624836854571047	0.42680573
387	3070	-1.624530929034315	0.3082645
388	3070	-1.62155289283604	0.78579164
389	3070	-1.6141213388685267	2.255607
390	3070	-1.611208278005487	-0.79060006
391	3070	-1.6074559523956606	1.331866
392	3070	-1.5969516065326546	-0.1745131
393	3070	-1.5779300771425824	-0.8941579
394	3070	-1.5762325965095656	-0.7657151
395	3070	-1.5729053178844021	-1.6354419
396	3070	-1.5562012421177147	1.249675
397	3070	-1.5536103506252157	1.1395032
398	3070	-1.5509165815185941	0.90114903
399	3070	-1.5484827137529131	0.64903665
400	3070	-1.5420691067040828	0.39326382
401	3070	-1.5392535088438957	-0.07547951
402	3070	-1.5378511245250717	-0.30629063
403	3070	-1.5370605912797115	0.53323627
404	3070	-1.5321955630539843	0.25226068
405	3070	-1.5219890208108058	-1.0147152
406	3070	-1.505341798462449	-1.8745699
407	3070	-1.482270139842723	-2.432754
408	3070	-1.4763357258912515	-0.7859967
409	3070	-1.4734118358056725	-0.047587156
410	3070	-1.470493360331363	0.6318948
411	3070	-1.4688337819772335	0.71979785
412	3070	-1.4672743739315914	0.4485712
413	3070	-1.4651301878688334	0.66423607
414	3070	-1.4483448929331022	1.5846374
415	3070	-1.4474244090172719	-0.35093617
416	3070	-1.4439996673892557	-0.49418306
417	3070	-1.4394649304509735	0.8921015
418	3070	-1.4294127046289782	1.7840531
419	3070	-1.4260637675587362	-2.844857
420	3070	-1.4247805046878435	1.1356142
421	3070	-1.4222627104474836	0.8296404
422	3070	-1.417538462114766	-0.40474057
423	3070	-1.4150260824856757	0.6735327
424	3070	-1.4051633680581161	-2.7314105
425	3070	-1.4017169679850217	0.68911076
426	3070	-1.3934461492707217	0.76001763
427	3070	-1.3911720125374938	-0.0018730164
428	3070	-1.3761627100981884	-0.23282647
429	3070	-1.3724293356278054	0.1746223
430	3070	-1.3710675608935032	0.55447555
431	3070	-1.3666763111538651	2.1320713
432	3070	-1.3623825244170797	1.853862
433	3070	-1.3523302985950847	1.5254014
434	3070	-1.3518213251357432	0.7465482
435	3070	-1.3466341275394753	1.5521781
436	3070	-1.346054764133629	0.6599748
437	3070	-1.3400986917370792	1.5394251
438	3070	-1.3390753302071265	-0.02460289
439	3070	-1.3307774384364788	0.3969841
440	3070	-1.3180016631458793	0.96410346
441	3070	-1.3159765985310525	0.94633174
442	3070	-1.3138486563021035	1.1963489
443	3070	-1.3123812966480441	0.6805396
444	3070	-1.3087507997917835	-0.5973768
445	3070	-1.30522588785528	0.86826396
446	3070	-1.3011568074861826	0.13788581
447	3070	-1.2997977400575154	-0.07877016
448	3070	-1.299470156075705	0.22305512
449	3070	-1.2991588159277034	0.31135082
450	3070	-1.2956420259081043	1.2646844
451	3070	-1.2953631734277204	0.88854575
452	3070	-1.294328982675229	1.3905241
453	3070	-1.293080914777588	1.3996279
454	3070	-1.2910017040500652	1.4526927
455	3070	-1.285635824281901	1.2966897
456	3070	-1.2836540765572308	0.7192881
457	3070	-1.2828879090625835	2.8944209
458	3070	-1.2799910920333524	1.5338328
459	3070	-1.2695896237844688	0.34659958
460	3070	-1.267136804879344	0.35698318
461	3070	-1.2634169669371356	1.8405797
462	3070	-1.2599516157245971	2.1259644
463	3070	-1.2575529429321683	0.64160705
464	3070	-1.2511961893016688	1.2985442
465	3070	-1.2493768799150866	0.39236903
466	3070	-1.2490899055177982	0.72210264
467	3070	-1.2463365756872113	1.7694738
468	3070	-1.2425382258815936	2.1966965
469	3070	-1.2338558967108049	2.067239
470	3070	-1.233284655221863	1.446492
471	3070	-1.2277969467001324	2.0104544
472	3070	-1.2251302506498591	1.6168954
473	3070	-1.22498947075685	1.7735579
474	3070	-1.2208933173314045	1.0952103
475	3070	-1.2203220758424627	1.3387492
476	3070	-1.219006325303952	2.3086126
477	3070	-1.217140991721578	2.3137438
478	3070	-1.2131287647708113	0.1501329
479	3070	-1.2073676183799669	1.1939132
480	3070	-1.2071077170390265	-1.9597489
481	3070	-1.205645771996237	1.8240297
482	3070	-1.2028112229966064	1.2927897
483	3070	-1.1961404219124703	1.5697
484	3070	-1.1936145057552063	-2.9724288
485	3070	-1.1895535473030132	2.226373
486	3070	-1.1862370979003891	1.7029812
487	3070	-1.182176139448196	0.53721476
488	3070	-1.1814208011760878	1.4935915
489	3070	-1.1785293987581267	1.8560317
490	3070	-1.1753131196639899	1.6798494
491	3070	-1.1707946265595164	1.082753
492	3070	-1.1653664787617517	1.2526896
493	3070	-1.1563755167485963	1.2161009
494	3070	-1.1530563600403372	1.4450758
495	3070	-1.1466589968253156	0.4706428
496	3070	-1.1463801443449315	2.0078466
497	3070	-1.145768293271468	0.94413733
498	3070	-1.1431043045268292	2.245508
499	3070	-1.1354805318592454	2.3074963
500	3070	-1.1338047096713075	2.2709963
501	3070	-1.1325837148300146	2.347942
502	3070	-1.1298330923050623	-2.8829741
503	3070	-1.1269064949138485	2.4005587
504	3070	-1.123449265618215	0.52768326
505	3070	-1.1202925472480434	1.295584
506	3070	-1.1013224566650326	0.6244185
507	3070	-1.0978273250905115	1.040827
508	3070	-1.0943863396286866	1.7352412
509	3070	-1.0758142229739907	0.08851147
510	3070	-1.0743983021269923	1.9745347
511	3070	-1.0688374963531229	1.6206486
512	3070	-1.065049975770044	2.4801438
513	3070	-1.0640103704062827	2.1600387
514	3070	-1.0617795505632115	2.4329727
515	3070	-1.0591101472073028	2.6058362
516	3070	-1.0556285521609565	2.1739066
517	3070	-1.0491120674980041	1.6609967
518	3070	-1.048421704561131	0.85635066
519	3070	-1.045416595306508	2.1783645
520	3070	-1.0436649685607953	2.069505
521	3070	-1.0403485191581714	2.1525886
522	3070	-1.0324486013158385	1.7883437
523	3070	-1.025637020338693	2.997608
524	3070	-1.0105546206472482	2.0686724
525	3070	-1.006287906966811	2.267506
526	3070	-1.001972461784947	1.8498948
527	3070	-0.9993761556811784	1.4802053
528	3070	-0.9990296205599245	-0.10813117
529	3070	-0.9944515667314855	1.0540855
530	3070	-0.9935798143170813	1.3979008
531	3070	-0.9886200303941362	2.7360208
532	3070	-0.9848000221434399	3.0307643
533	3070	-0.9818382297789738	0.46023798
534	3070	-0.9775850526267105	3.0750725
535	3070	-0.9718970034880052	2.9489677
536	3070	-0.9654048845757659	2.4553645
537	3070	-0.9610569517262846	1.5388138
538	3070	-0.9598115911342786	1.6384003
539	3070	-0.9572721384488405	1.7098043
540	3070	-0.9562406550019835	2.2910993
541	3070	-0.9514947482241873	2.3227026
542	3070	-0.9474771066621512	2.908157
543	3070	-0.9438168294439078	3.026508
544	3070	-0.9408794028301548	2.9196603
545	3070	-0.9373165886147641	2.9228475
546	3070	-0.9339568223219832	2.8073814
547	3070	-0.9309219327053775	2.9402502
548	3070	-0.926947608033498	-3.0475054
549	3070	-0.9244514722382164	3.1318896
550	3070	-0.9222125304782405	-3.1216147
551	3070	-0.9186307651234062	-2.9472928
552	3070	-0.9152412184686427	2.0909798
553	3070	-0.9121332315998978	1.6733129
554	3070	-0.9105792381655253	1.5828087
555	3070	-0.903093538085316	2.2746012
556	3070	-0.9009222789662101	1.8990481
557	3070	-0.8988836778232088	2.3181508
558	3070	-0.8972051483296357	2.0910952
559	3070	-0.8965960045618071	0.9826906
560	3070	-0.8904233477144738	1.6285756
561	3070	-0.8867008024666299	0.8152869
562	3070	-0.8825153079552361	1.6346376
563	3070	-0.8822770650593741	2.9781344
564	3070	-0.8807934615715065	2.021734
565	3070	-0.8746478777805211	0.69635105
566	3070	-0.8731832254320966	1.7104456
567	3070	-0.8706789677199112	2.8422372
568	3070	-0.8634288032299291	3.1368659
569	3070	-0.8574267066375874	3.0781548
570	3070	-0.8474015538719404	2.3614857
571	3070	-0.8398941953466528	2.173815
572	3070	-0.8366616724187073	2.6932852
573	3070	-0.8342738288488176	1.7360642
574	3070	-0.8330474193962556	1.5226934
575	3070	-0.8325980066608794	1.048671
576	3070	-0.8213843467215574	2.2380588
577	3070	-0.8208266417607892	1.9405115
578	3070	-0.8174722900792775	2.0761588
579	3070	-0.8171771937650849	2.114672
580	3070	-0.814678350664169	2.9268587
581	3070	-0.8123094582337229	2.4245355
582	3070	-0.8109449761937859	1.8217199
583	3070	-0.8065780922048611	1.3443301
584	3070	-0.8058362904609275	-1.3240199
585	3070	-0.8008900430661563	2.1226423
586	3070	-0.7987079547245108	1.944638
587	3070	-0.7950476775062674	0.8523245
588	3070	-0.7829378994018281	1.1107295
589	3070	-0.7808397375348619	2.7621167
590	3070	-0.7789933550919312	2.689026
591	3070	-0.77669485260799	1.9424999
592	3070	-0.7729208685530851	1.5842683
593	3070	-0.7702514651971768	2.3049905
594	3070	-0.7689194708248572	2.7252562
595	3070	-0.766531627254968	1.5490897
596	3070	-0.7650561456840048	1.3128097
597	3070	-0.7648558050670298	1.9363663
598	3070	-0.7577491277756923	2.3081748
599	3070	-0.7502932080574656	1.5955703
600	3070	-0.7440826489312449	1.8375351
601	3070	-0.7419249263403129	2.1895993
602	3070	-0.7395235462422494	2.8768218
603	3070	-0.7302645609712495	2.3680022
604	3070	-0.7296554172034204	2.3270895
605	3070	-0.725743360561141	2.5509284
606	3070	-0.7255863368343229	1.7149637
607	3070	-0.7228411289206407	2.2764528
608	3070	-0.7205724067986821	2.1038578
609	3070	-0.7187016586050383	2.3843195
610	3070	-0.7184742449317154	1.9123666
611	3070	-0.7140153125512074	1.7160528
612	3070	-0.7097404769538658	2.9957473
613	3070	-0.7053221541578796	1.5417011
614	3070	-0.7026852384695892	-2.58881
615	3070	-0.7003082241222387	-2.5936515
616	3070	-0.6929903769913865	2.6822326
617	3070	-0.6906729233680022	3.0013144
618	3070	-0.6901152184072341	1.8263128
619	3070	-0.6896766348943975	2.1380198
620	3070	-0.6870153534553936	1.9983275
621	3070	-0.6843134624318679	2.5349238
622	3070	-0.6815601326012808	2.3516033
623	3070	-0.6798030912442985	2.3876402
624	3070	-0.6760615948570114	1.9586709
625	3070	-0.6739661402956796	2.3531873
626	3070	-0.6716134916990426	2.534767
627	3070	-0.6678719953117556	2.886864
628	3070	-0.6609575367204883	-2.947452
629	3070	-0.6596336642650731	-3.0188625
630	3070	-0.6565744088977543	-3.0814607
631	3070	-0.6553317556113836	2.9246771
632	3070	-0.6531983987711647	2.5441787
633	3070	-0.6500985338193237	2.7090104
634	3070	-0.6483848093524984	-3.0532749
635	3070	-0.6389227761588887	3.1106913
636	3070	-0.636058446797275	2.78662
637	3070	-0.630107789011995	2.5556042
638	3070	-0.6288786722537978	1.9275734
639	3070	-0.6245442759324904	1.2452643
640	3070	-0.6240217659449749	1.7864363
641	3070	-0.6235723532095991	2.3955982
642	3070	-0.6221049935555398	1.5422022
643	3070	-0.6209246082987687	1.6026042
644	3070	-0.6162301403280339	1.5543134
645	3070	-0.6114327947431764	2.8274548
646	3070	-0.6092155114282791	2.0042326
647	3070	-0.608129881868726	2.2497852
648	3070	-0.6056039657114618	-3.1165142
649	3070	-0.6037278029065485	2.8127625
650	3070	-0.6009555219365184	2.2169168
651	3070	-0.6004465484771768	2.425214
652	3070	-0.5932261643491779	2.717646
653	3070	-0.5832984745863832	1.8983552
654	3070	-0.5786581527283436	2.7270424
655	3070	-0.5780056920703585	2.4425132
656	3070	-0.5758290183399826	2.4644277
657	3070	-0.5703358952069828	2.1451848
658	3070	-0.5680969534470068	2.8067768
659	3070	-0.5680049050554237	2.1144912
660	3070	-0.5647940405725569	-3.1082666
